Hour,Day-of-Week,Year,Month,Day,Vehicles
17,2,2023,2,8,8.0
18,2,2023,2,8,7.0
19,2,2023,2,8,7.0
20,2,2023,2,8,6.0
21,2,2023,2,8,6.0
22,2,2023,2,8,6.0
23,2,2023,2,8,5.0
0,3,2023,2,9,6.0
1,3,2023,2,9,4.0
2,3,2023,2,9,4.0
3,3,2023,2,9,4.0
4,3,2023,2,9,5.0
5,3,2023,2,9,3.0
6,3,2023,2,9,4.0
7,3,2023,2,9,4.0
8,3,2023,2,9,4.0
9,3,2023,2,9,6.0
10,3,2023,2,9,7.0
11,3,2023,2,9,7.0
12,3,2023,2,9,7.0
13,3,2023,2,9,8.0
14,3,2023,2,9,8.0
15,3,2023,2,9,6.0
16,3,2023,2,9,7.0
17,3,2023,2,9,8.0
18,3,2023,2,9,5.0
19,3,2023,2,9,5.0
20,3,2023,2,9,6.0
21,3,2023,2,9,5.0
22,3,2023,2,9,6.0
23,3,2023,2,9,6.0
0,4,2023,2,10,6.0
1,4,2023,2,10,4.0
2,4,2023,2,10,4.0
3,4,2023,2,10,3.0
4,4,2023,2,10,3.0
5,4,2023,2,10,4.0
6,4,2023,2,10,4.0
7,4,2023,2,10,3.0
8,4,2023,2,10,4.0
9,4,2023,2,10,6.0
10,4,2023,2,10,8.0
11,4,2023,2,10,8.0
12,4,2023,2,10,7.0
13,4,2023,2,10,8.0
14,4,2023,2,10,8.0
15,4,2023,2,10,7.0
16,4,2023,2,10,8.0
17,4,2023,2,10,7.0
18,4,2023,2,10,5.0
19,4,2023,2,10,5.0
20,4,2023,2,10,5.0
21,4,2023,2,10,5.0
22,4,2023,2,10,6.0
23,4,2023,2,10,6.0
0,5,2023,2,11,3.0
1,5,2023,2,11,3.0
2,5,2023,2,11,4.0
3,5,2023,2,11,4.0
4,5,2023,2,11,4.0
5,5,2023,2,11,4.0
6,5,2023,2,11,4.0
7,5,2023,2,11,4.0
8,5,2023,2,11,5.0
9,5,2023,2,11,6.0
10,5,2023,2,11,6.0
11,5,2023,2,11,6.0
12,5,2023,2,11,6.0
13,5,2023,2,11,8.0
14,5,2023,2,11,5.0
15,5,2023,2,11,4.0
16,5,2023,2,11,4.0
17,5,2023,2,11,5.0
18,5,2023,2,11,5.0
19,5,2023,2,11,5.0
20,5,2023,2,11,5.0
21,5,2023,2,11,3.0
22,5,2023,2,11,5.0
23,5,2023,2,11,4.0
0,6,2023,2,12,3.0
1,6,2023,2,12,4.0
2,6,2023,2,12,4.0
3,6,2023,2,12,4.0
4,6,2023,2,12,3.0
5,6,2023,2,12,2.0
6,6,2023,2,12,3.0
7,6,2023,2,12,4.0
8,6,2023,2,12,5.0
9,6,2023,2,12,6.0
10,6,2023,2,12,6.0
11,6,2023,2,12,5.0
12,6,2023,2,12,5.0
13,6,2023,2,12,5.0
14,6,2023,2,12,4.0
15,6,2023,2,12,2.0
16,6,2023,2,12,3.0
17,6,2023,2,12,4.0
18,6,2023,2,12,4.0
19,6,2023,2,12,4.0
20,6,2023,2,12,5.0
21,6,2023,2,12,4.0
22,6,2023,2,12,4.0
23,6,2023,2,12,5.0
0,0,2023,2,13,5.0
1,0,2023,2,13,4.0
2,0,2023,2,13,5.0
3,0,2023,2,13,4.0
4,0,2023,2,13,4.0
5,0,2023,2,13,4.0
6,0,2023,2,13,4.0
7,0,2023,2,13,4.0
8,0,2023,2,13,6.0
9,0,2023,2,13,7.0
10,0,2023,2,13,7.0
11,0,2023,2,13,6.0
12,0,2023,2,13,7.0
13,0,2023,2,13,7.0
14,0,2023,2,13,7.0
15,0,2023,2,13,8.0
16,0,2023,2,13,8.0
17,0,2023,2,13,9.0
18,0,2023,2,13,6.0
19,0,2023,2,13,7.0
20,0,2023,2,13,5.0
21,0,2023,2,13,5.0
22,0,2023,2,13,9.0
23,0,2023,2,13,6.0
0,1,2023,2,14,5.0
1,1,2023,2,14,5.0
2,1,2023,2,14,5.0
3,1,2023,2,14,4.0
4,1,2023,2,14,5.0
5,1,2023,2,14,4.0
6,1,2023,2,14,4.0
7,1,2023,2,14,4.0
8,1,2023,2,14,6.0
9,1,2023,2,14,6.0
10,1,2023,2,14,6.0
11,1,2023,2,14,6.0
12,1,2023,2,14,8.0
13,1,2023,2,14,6.0
14,1,2023,2,14,8.0
15,1,2023,2,14,7.0
16,1,2023,2,14,7.0
17,1,2023,2,14,8.0
18,1,2023,2,14,6.0
19,1,2023,2,14,7.0
20,1,2023,2,14,6.0
21,1,2023,2,14,6.0
22,1,2023,2,14,7.0
23,1,2023,2,14,5.0
0,2,2023,2,15,7.0
1,2,2023,2,15,5.0
2,2,2023,2,15,5.0
3,2,2023,2,15,3.0
4,2,2023,2,15,4.0
5,2,2023,2,15,4.0
6,2,2023,2,15,4.0
7,2,2023,2,15,4.0
8,2,2023,2,15,6.0
9,2,2023,2,15,7.0
10,2,2023,2,15,7.0
11,2,2023,2,15,7.0
12,2,2023,2,15,7.0
13,2,2023,2,15,6.0
14,2,2023,2,15,7.0
15,2,2023,2,15,7.0
16,2,2023,2,15,6.0
17,2,2023,2,15,7.0
18,2,2023,2,15,6.0
19,2,2023,2,15,6.0
20,2,2023,2,15,6.0
21,2,2023,2,15,7.0
22,2,2023,2,15,6.0
23,2,2023,2,15,6.0
0,3,2023,2,16,7.0
1,3,2023,2,16,5.0
2,3,2023,2,16,5.0
3,3,2023,2,16,4.0
4,3,2023,2,16,5.0
5,3,2023,2,16,4.0
6,3,2023,2,16,4.0
7,3,2023,2,16,4.0
8,3,2023,2,16,5.0
9,3,2023,2,16,5.0
10,3,2023,2,16,9.0
11,3,2023,2,16,11.0
12,3,2023,2,16,9.0
13,3,2023,2,16,7.0
14,3,2023,2,16,7.0
15,3,2023,2,16,6.0
16,3,2023,2,16,7.0
17,3,2023,2,16,7.0
18,3,2023,2,16,6.0
19,3,2023,2,16,6.0
20,3,2023,2,16,6.0
21,3,2023,2,16,8.0
22,3,2023,2,16,7.0
23,3,2023,2,16,7.0
0,4,2023,2,17,7.0
1,4,2023,2,17,5.0
2,4,2023,2,17,4.0
3,4,2023,2,17,3.0
4,4,2023,2,17,2.0
5,4,2023,2,17,2.0
6,4,2023,2,17,3.0
7,4,2023,2,17,4.0
8,4,2023,2,17,5.0
9,4,2023,2,17,5.0
10,4,2023,2,17,9.0
11,4,2023,2,17,11.0
12,4,2023,2,17,9.0
13,4,2023,2,17,7.0
14,4,2023,2,17,7.0
15,4,2023,2,17,6.0
16,4,2023,2,17,7.0
17,4,2023,2,17,7.0
18,4,2023,2,17,7.0
19,4,2023,2,17,6.0
20,4,2023,2,17,6.0
21,4,2023,2,17,7.0
22,4,2023,2,17,6.0
23,4,2023,2,17,8.0
0,5,2023,2,18,6.0
1,5,2023,2,18,5.0
2,5,2023,2,18,4.0
3,5,2023,2,18,3.0
4,5,2023,2,18,2.0
5,5,2023,2,18,2.0
6,5,2023,2,18,3.0
7,5,2023,2,18,5.0
8,5,2023,2,18,4.0
9,5,2023,2,18,5.0
10,5,2023,2,18,9.0
11,5,2023,2,18,11.0
12,5,2023,2,18,9.0
13,5,2023,2,18,7.0
14,5,2023,2,18,7.0
15,5,2023,2,18,7.0
16,5,2023,2,18,8.0
17,5,2023,2,18,8.0
18,5,2023,2,18,8.0
19,5,2023,2,18,6.0
20,5,2023,2,18,7.0
21,5,2023,2,18,7.0
22,5,2023,2,18,6.0
23,5,2023,2,18,7.0
0,6,2023,2,19,6.0
1,6,2023,2,19,6.0
2,6,2023,2,19,5.0
3,6,2023,2,19,3.0
4,6,2023,2,19,2.0
5,6,2023,2,19,2.0
6,6,2023,2,19,3.0
7,6,2023,2,19,5.0
8,6,2023,2,19,4.0
9,6,2023,2,19,6.0
10,6,2023,2,19,12.0
11,6,2023,2,19,11.0
12,6,2023,2,19,11.0
13,6,2023,2,19,12.0
14,6,2023,2,19,13.0
15,6,2023,2,19,15.0
16,6,2023,2,19,19.0
17,6,2023,2,19,18.0
18,6,2023,2,19,16.0
19,6,2023,2,19,13.0
20,6,2023,2,19,10.0
21,6,2023,2,19,10.0
22,6,2023,2,19,10.0
23,6,2023,2,19,10.0
0,0,2023,2,20,12.0
1,0,2023,2,20,7.0
2,0,2023,2,20,8.0
3,0,2023,2,20,5.0
4,0,2023,2,20,5.0
5,0,2023,2,20,4.0
6,0,2023,2,20,5.0
7,0,2023,2,20,6.0
8,0,2023,2,20,7.0
9,0,2023,2,20,9.0
10,0,2023,2,20,12.0
11,0,2023,2,20,11.0
12,0,2023,2,20,11.0
13,0,2023,2,20,11.0
14,0,2023,2,20,13.0
15,0,2023,2,20,15.0
16,0,2023,2,20,21.0
17,0,2023,2,20,20.0
18,0,2023,2,20,16.0
19,0,2023,2,20,13.0
20,0,2023,2,20,11.0
21,0,2023,2,20,11.0
22,0,2023,2,20,11.0
23,0,2023,2,20,11.0
0,1,2023,2,21,10.0
1,1,2023,2,21,7.0
2,1,2023,2,21,7.0
3,1,2023,2,21,6.0
4,1,2023,2,21,8.0
5,1,2023,2,21,4.0
6,1,2023,2,21,5.0
7,1,2023,2,21,6.0
8,1,2023,2,21,6.0
9,1,2023,2,21,8.0
10,1,2023,2,21,12.0
11,1,2023,2,21,12.0
12,1,2023,2,21,11.0
13,1,2023,2,21,10.0
14,1,2023,2,21,13.0
15,1,2023,2,21,16.0
16,1,2023,2,21,18.0
17,1,2023,2,21,18.0
18,1,2023,2,21,18.0
19,1,2023,2,21,14.0
20,1,2023,2,21,12.0
21,1,2023,2,21,12.0
22,1,2023,2,21,12.0
23,1,2023,2,21,12.0
0,2,2023,2,22,10.0
1,2,2023,2,22,7.0
2,2,2023,2,22,7.0
3,2,2023,2,22,5.0
4,2,2023,2,22,5.0
5,2,2023,2,22,4.0
6,2,2023,2,22,5.0
7,2,2023,2,22,6.0
8,2,2023,2,22,7.0
9,2,2023,2,22,10.0
10,2,2023,2,22,22.0
11,2,2023,2,22,25.0
12,2,2023,2,22,26.0
13,2,2023,2,22,24.0
14,2,2023,2,22,25.0
15,2,2023,2,22,23.0
16,2,2023,2,22,22.0
17,2,2023,2,22,23.0
18,2,2023,2,22,20.0
19,2,2023,2,22,16.0
20,2,2023,2,22,14.0
21,2,2023,2,22,14.0
22,2,2023,2,22,14.0
23,2,2023,2,22,14.0
0,3,2023,2,23,11.0
1,3,2023,2,23,7.0
2,3,2023,2,23,7.0
3,3,2023,2,23,6.0
4,3,2023,2,23,6.0
5,3,2023,2,23,4.0
6,3,2023,2,23,4.0
7,3,2023,2,23,5.0
8,3,2023,2,23,6.0
9,3,2023,2,23,8.0
10,3,2023,2,23,16.0
11,3,2023,2,23,20.0
12,3,2023,2,23,21.0
13,3,2023,2,23,23.0
14,3,2023,2,23,24.0
15,3,2023,2,23,22.0
16,3,2023,2,23,21.0
17,3,2023,2,23,21.0
18,3,2023,2,23,20.0
19,3,2023,2,23,18.0
20,3,2023,2,23,15.0
21,3,2023,2,23,15.0
22,3,2023,2,23,16.0
23,3,2023,2,23,15.0
0,4,2023,2,24,22.0
1,4,2023,2,24,9.0
2,4,2023,2,24,8.0
3,4,2023,2,24,5.0
4,4,2023,2,24,4.0
5,4,2023,2,24,5.0
6,4,2023,2,24,6.0
7,4,2023,2,24,7.0
8,4,2023,2,24,8.0
9,4,2023,2,24,9.0
10,4,2023,2,24,21.0
11,4,2023,2,24,26.0
12,4,2023,2,24,29.0
13,4,2023,2,24,28.0
14,4,2023,2,24,27.0
15,4,2023,2,24,23.0
16,4,2023,2,24,21.0
17,4,2023,2,24,20.0
18,4,2023,2,24,16.0
19,4,2023,2,24,15.0
20,4,2023,2,24,13.0
21,4,2023,2,24,13.0
22,4,2023,2,24,14.0
23,4,2023,2,24,13.0
0,5,2023,2,25,25.0
1,5,2023,2,25,9.0
2,5,2023,2,25,8.0
3,5,2023,2,25,6.0
4,5,2023,2,25,4.0
5,5,2023,2,25,5.0
6,5,2023,2,25,5.0
7,5,2023,2,25,7.0
8,5,2023,2,25,7.0
9,5,2023,2,25,9.0
10,5,2023,2,25,13.0
11,5,2023,2,25,18.0
12,5,2023,2,25,21.0
13,5,2023,2,25,22.0
14,5,2023,2,25,18.0
15,5,2023,2,25,19.0
16,5,2023,2,25,17.0
17,5,2023,2,25,14.0
18,5,2023,2,25,14.0
19,5,2023,2,25,14.0
20,5,2023,2,25,13.0
21,5,2023,2,25,14.0
22,5,2023,2,25,13.0
23,5,2023,2,25,14.0
0,6,2023,2,26,19.0
1,6,2023,2,26,11.0
2,6,2023,2,26,8.0
3,6,2023,2,26,7.0
4,6,2023,2,26,6.0
5,6,2023,2,26,6.0
6,6,2023,2,26,6.0
7,6,2023,2,26,7.0
8,6,2023,2,26,8.0
9,6,2023,2,26,10.0
10,6,2023,2,26,14.0
11,6,2023,2,26,18.0
12,6,2023,2,26,21.0
13,6,2023,2,26,19.0
14,6,2023,2,26,18.0
15,6,2023,2,26,20.0
16,6,2023,2,26,18.0
17,6,2023,2,26,15.0
18,6,2023,2,26,16.0
19,6,2023,2,26,16.0
20,6,2023,2,26,15.0
21,6,2023,2,26,17.0
22,6,2023,2,26,17.0
23,6,2023,2,26,18.0
0,0,2023,2,27,11.0
1,0,2023,2,27,8.0
2,0,2023,2,27,5.0
3,0,2023,2,27,5.0
4,0,2023,2,27,4.0
5,0,2023,2,27,3.0
6,0,2023,2,27,4.0
7,0,2023,2,27,5.0
8,0,2023,2,27,6.0
9,0,2023,2,27,11.0
10,0,2023,2,27,14.0
11,0,2023,2,27,15.0
12,0,2023,2,27,17.0
13,0,2023,2,27,20.0
14,0,2023,2,27,22.0
15,0,2023,2,27,22.0
16,0,2023,2,27,24.0
17,0,2023,2,27,22.0
18,0,2023,2,27,22.0
19,0,2023,2,27,20.0
20,0,2023,2,27,15.0
21,0,2023,2,27,17.0
22,0,2023,2,27,17.0
23,0,2023,2,27,15.0
0,1,2023,2,28,13.0
1,1,2023,2,28,8.0
2,1,2023,2,28,6.0
3,1,2023,2,28,5.0
4,1,2023,2,28,5.0
5,1,2023,2,28,5.0
6,1,2023,2,28,6.0
7,1,2023,2,28,5.0
8,1,2023,2,28,7.0
9,1,2023,2,28,11.0
10,1,2023,2,28,19.0
11,1,2023,2,28,25.0
12,1,2023,2,28,25.0
13,1,2023,2,28,23.0
14,1,2023,2,28,26.0
15,1,2023,2,28,27.0
16,1,2023,2,28,27.0
17,1,2023,2,28,24.0
18,1,2023,2,28,26.0
19,1,2023,2,28,30.0
20,1,2023,2,28,28.0
21,1,2023,2,28,24.0
22,1,2023,2,28,24.0
23,1,2023,2,28,25.0
0,2,2023,3,1,17.0
1,2,2023,3,1,9.0
2,2,2023,3,1,8.0
3,2,2023,3,1,6.0
4,2,2023,3,1,6.0
5,2,2023,3,1,7.0
6,2,2023,3,1,7.0
7,2,2023,3,1,6.0
8,2,2023,3,1,12.0
9,2,2023,3,1,12.0
10,2,2023,3,1,18.0
11,2,2023,3,1,19.0
12,2,2023,3,1,21.0
13,2,2023,3,1,20.0
14,2,2023,3,1,25.0
15,2,2023,3,1,27.0
16,2,2023,3,1,22.0
17,2,2023,3,1,21.0
18,2,2023,3,1,21.0
19,2,2023,3,1,21.0
20,2,2023,3,1,18.0
21,2,2023,3,1,17.0
22,2,2023,3,1,17.0
23,2,2023,3,1,15.0
0,3,2023,3,2,15.0
1,3,2023,3,2,8.0
2,3,2023,3,2,8.0
3,3,2023,3,2,7.0
4,3,2023,3,2,6.0
5,3,2023,3,2,7.0
6,3,2023,3,2,7.0
7,3,2023,3,2,7.0
8,3,2023,3,2,9.0
9,3,2023,3,2,13.0
10,3,2023,3,2,16.0
11,3,2023,3,2,16.0
12,3,2023,3,2,17.0
13,3,2023,3,2,17.0
14,3,2023,3,2,22.0
15,3,2023,3,2,27.0
16,3,2023,3,2,24.0
17,3,2023,3,2,22.0
18,3,2023,3,2,21.0
19,3,2023,3,2,19.0
20,3,2023,3,2,14.0
21,3,2023,3,2,14.0
22,3,2023,3,2,13.0
23,3,2023,3,2,13.0
0,4,2023,3,3,14.0
1,4,2023,3,3,8.0
2,4,2023,3,3,7.0
3,4,2023,3,3,6.0
4,4,2023,3,3,5.0
5,4,2023,3,3,4.0
6,4,2023,3,3,6.0
7,4,2023,3,3,7.0
8,4,2023,3,3,8.0
9,4,2023,3,3,12.0
10,4,2023,3,3,16.0
11,4,2023,3,3,21.0
12,4,2023,3,3,21.0
13,4,2023,3,3,22.0
14,4,2023,3,3,26.0
15,4,2023,3,3,30.0
16,4,2023,3,3,25.0
17,4,2023,3,3,24.0
18,4,2023,3,3,24.0
19,4,2023,3,3,20.0
20,4,2023,3,3,17.0
21,4,2023,3,3,16.0
22,4,2023,3,3,15.0
23,4,2023,3,3,14.0
0,5,2023,3,4,15.0
1,5,2023,3,4,8.0
2,5,2023,3,4,6.0
3,5,2023,3,4,7.0
4,5,2023,3,4,6.0
5,5,2023,3,4,5.0
6,5,2023,3,4,7.0
7,5,2023,3,4,7.0
8,5,2023,3,4,9.0
9,5,2023,3,4,14.0
10,5,2023,3,4,16.0
11,5,2023,3,4,19.0
12,5,2023,3,4,20.0
13,5,2023,3,4,18.0
14,5,2023,3,4,20.0
15,5,2023,3,4,22.0
16,5,2023,3,4,20.0
17,5,2023,3,4,25.0
18,5,2023,3,4,35.0
19,5,2023,3,4,47.0
20,5,2023,3,4,48.0
21,5,2023,3,4,34.0
22,5,2023,3,4,30.0
23,5,2023,3,4,21.0
0,6,2023,3,5,15.0
1,6,2023,3,5,9.0
2,6,2023,3,5,7.0
3,6,2023,3,5,6.0
4,6,2023,3,5,5.0
5,6,2023,3,5,4.0
6,6,2023,3,5,5.0
7,6,2023,3,5,7.0
8,6,2023,3,5,10.0
9,6,2023,3,5,12.0
10,6,2023,3,5,14.0
11,6,2023,3,5,17.0
12,6,2023,3,5,18.0
13,6,2023,3,5,16.0
14,6,2023,3,5,16.0
15,6,2023,3,5,16.0
16,6,2023,3,5,15.0
17,6,2023,3,5,17.0
18,6,2023,3,5,19.0
19,6,2023,3,5,22.0
20,6,2023,3,5,23.0
21,6,2023,3,5,17.0
22,6,2023,3,5,16.0
23,6,2023,3,5,14.0
0,0,2023,3,6,10.0
1,0,2023,3,6,7.0
2,0,2023,3,6,5.0
3,0,2023,3,6,6.0
4,0,2023,3,6,5.0
5,0,2023,3,6,6.0
6,0,2023,3,6,5.0
7,0,2023,3,6,6.0
8,0,2023,3,6,7.0
9,0,2023,3,6,11.0
10,0,2023,3,6,15.0
11,0,2023,3,6,17.0
12,0,2023,3,6,17.0
13,0,2023,3,6,15.0
14,0,2023,3,6,17.0
15,0,2023,3,6,19.0
16,0,2023,3,6,18.0
17,0,2023,3,6,22.0
18,0,2023,3,6,28.0
19,0,2023,3,6,31.0
20,0,2023,3,6,27.0
21,0,2023,3,6,24.0
22,0,2023,3,6,21.0
23,0,2023,3,6,19.0
0,1,2023,3,7,9.0
1,1,2023,3,7,7.0
2,1,2023,3,7,5.0
3,1,2023,3,7,5.0
4,1,2023,3,7,5.0
5,1,2023,3,7,5.0
6,1,2023,3,7,5.0
7,1,2023,3,7,5.0
8,1,2023,3,7,5.0
9,1,2023,3,7,10.0
10,1,2023,3,7,15.0
11,1,2023,3,7,16.0
12,1,2023,3,7,15.0
13,1,2023,3,7,14.0
14,1,2023,3,7,15.0
15,1,2023,3,7,15.0
16,1,2023,3,7,15.0
17,1,2023,3,7,14.0
18,1,2023,3,7,13.0
19,1,2023,3,7,11.0
20,1,2023,3,7,11.0
21,1,2023,3,7,11.0
22,1,2023,3,7,12.0
23,1,2023,3,7,11.0
0,2,2023,3,8,8.0
1,2,2023,3,8,7.0
2,2,2023,3,8,5.0
3,2,2023,3,8,4.0
4,2,2023,3,8,5.0
5,2,2023,3,8,4.0
6,2,2023,3,8,5.0
7,2,2023,3,8,4.0
8,2,2023,3,8,4.0
9,2,2023,3,8,10.0
10,2,2023,3,8,12.0
11,2,2023,3,8,13.0
12,2,2023,3,8,12.0
13,2,2023,3,8,12.0
14,2,2023,3,8,12.0
15,2,2023,3,8,11.0
16,2,2023,3,8,11.0
17,2,2023,3,8,11.0
18,2,2023,3,8,10.0
19,2,2023,3,8,10.0
20,2,2023,3,8,10.0
21,2,2023,3,8,9.0
22,2,2023,3,8,10.0
23,2,2023,3,8,10.0
0,3,2023,3,9,7.0
1,3,2023,3,9,6.0
2,3,2023,3,9,4.0
3,3,2023,3,9,5.0
4,3,2023,3,9,5.0
5,3,2023,3,9,4.0
6,3,2023,3,9,5.0
7,3,2023,3,9,4.0
8,3,2023,3,9,4.0
9,3,2023,3,9,9.0
10,3,2023,3,9,11.0
11,3,2023,3,9,12.0
12,3,2023,3,9,11.0
13,3,2023,3,9,12.0
14,3,2023,3,9,13.0
15,3,2023,3,9,14.0
16,3,2023,3,9,16.0
17,3,2023,3,9,16.0
18,3,2023,3,9,12.0
19,3,2023,3,9,10.0
20,3,2023,3,9,10.0
21,3,2023,3,9,11.0
22,3,2023,3,9,11.0
23,3,2023,3,9,10.0
0,4,2023,3,10,7.0
1,4,2023,3,10,7.0
2,4,2023,3,10,4.0
3,4,2023,3,10,4.0
4,4,2023,3,10,5.0
5,4,2023,3,10,5.0
6,4,2023,3,10,6.0
7,4,2023,3,10,4.0
8,4,2023,3,10,4.0
9,4,2023,3,10,8.0
10,4,2023,3,10,12.0
11,4,2023,3,10,13.0
12,4,2023,3,10,13.0
13,4,2023,3,10,13.0
14,4,2023,3,10,14.0
15,4,2023,3,10,16.0
16,4,2023,3,10,19.0
17,4,2023,3,10,17.0
18,4,2023,3,10,13.0
19,4,2023,3,10,11.0
20,4,2023,3,10,11.0
21,4,2023,3,10,11.0
22,4,2023,3,10,11.0
23,4,2023,3,10,10.0
0,5,2023,3,11,9.0
1,5,2023,3,11,7.0
2,5,2023,3,11,6.0
3,5,2023,3,11,4.0
4,5,2023,3,11,4.0
5,5,2023,3,11,4.0
6,5,2023,3,11,6.0
7,5,2023,3,11,4.0
8,5,2023,3,11,4.0
9,5,2023,3,11,9.0
10,5,2023,3,11,10.0
11,5,2023,3,11,11.0
12,5,2023,3,11,12.0
13,5,2023,3,11,11.0
14,5,2023,3,11,11.0
15,5,2023,3,11,12.0
16,5,2023,3,11,14.0
17,5,2023,3,11,14.0
18,5,2023,3,11,14.0
19,5,2023,3,11,20.0
20,5,2023,3,11,23.0
21,5,2023,3,11,20.0
22,5,2023,3,11,19.0
23,5,2023,3,11,16.0
0,6,2023,3,12,14.0
1,6,2023,3,12,7.0
2,6,2023,3,12,5.0
3,6,2023,3,12,4.0
4,6,2023,3,12,5.0
5,6,2023,3,12,5.0
6,6,2023,3,12,6.0
7,6,2023,3,12,5.0
8,6,2023,3,12,5.0
9,6,2023,3,12,10.0
10,6,2023,3,12,11.0
11,6,2023,3,12,10.0
12,6,2023,3,12,12.0
13,6,2023,3,12,12.0
14,6,2023,3,12,12.0
15,6,2023,3,12,13.0
16,6,2023,3,12,15.0
17,6,2023,3,12,12.0
18,6,2023,3,12,12.0
19,6,2023,3,12,13.0
20,6,2023,3,12,17.0
21,6,2023,3,12,15.0
22,6,2023,3,12,15.0
23,6,2023,3,12,14.0
0,0,2023,3,13,9.0
1,0,2023,3,13,5.0
2,0,2023,3,13,5.0
3,0,2023,3,13,6.0
4,0,2023,3,13,5.0
5,0,2023,3,13,5.0
6,0,2023,3,13,4.0
7,0,2023,3,13,5.0
8,0,2023,3,13,7.0
9,0,2023,3,13,12.0
10,0,2023,3,13,14.0
11,0,2023,3,13,15.0
12,0,2023,3,13,14.0
13,0,2023,3,13,11.0
14,0,2023,3,13,14.0
15,0,2023,3,13,16.0
16,0,2023,3,13,14.0
17,0,2023,3,13,12.0
18,0,2023,3,13,12.0
19,0,2023,3,13,10.0
20,0,2023,3,13,9.0
21,0,2023,3,13,10.0
22,0,2023,3,13,11.0
23,0,2023,3,13,9.0
0,1,2023,3,14,9.0
1,1,2023,3,14,5.0
2,1,2023,3,14,5.0
3,1,2023,3,14,5.0
4,1,2023,3,14,5.0
5,1,2023,3,14,6.0
6,1,2023,3,14,5.0
7,1,2023,3,14,5.0
8,1,2023,3,14,6.0
9,1,2023,3,14,9.0
10,1,2023,3,14,13.0
11,1,2023,3,14,15.0
12,1,2023,3,14,14.0
13,1,2023,3,14,12.0
14,1,2023,3,14,15.0
15,1,2023,3,14,20.0
16,1,2023,3,14,19.0
17,1,2023,3,14,14.0
18,1,2023,3,14,13.0
19,1,2023,3,14,11.0
20,1,2023,3,14,10.0
21,1,2023,3,14,11.0
22,1,2023,3,14,11.0
23,1,2023,3,14,10.0
0,2,2023,3,15,9.0
1,2,2023,3,15,6.0
2,2,2023,3,15,5.0
3,2,2023,3,15,5.0
4,2,2023,3,15,5.0
5,2,2023,3,15,5.0
6,2,2023,3,15,4.0
7,2,2023,3,15,5.0
8,2,2023,3,15,6.0
9,2,2023,3,15,9.0
10,2,2023,3,15,12.0
11,2,2023,3,15,13.0
12,2,2023,3,15,13.0
13,2,2023,3,15,9.0
14,2,2023,3,15,12.0
15,2,2023,3,15,13.0
16,2,2023,3,15,14.0
17,2,2023,3,15,11.0
18,2,2023,3,15,11.0
19,2,2023,3,15,10.0
20,2,2023,3,15,10.0
21,2,2023,3,15,11.0
22,2,2023,3,15,11.0
23,2,2023,3,15,11.0
0,3,2023,3,16,8.0
1,3,2023,3,16,6.0
2,3,2023,3,16,4.0
3,3,2023,3,16,5.0
4,3,2023,3,16,5.0
5,3,2023,3,16,5.0
6,3,2023,3,16,6.0
7,3,2023,3,16,5.0
8,3,2023,3,16,5.0
9,3,2023,3,16,8.0
10,3,2023,3,16,11.0
11,3,2023,3,16,11.0
12,3,2023,3,16,11.0
13,3,2023,3,16,9.0
14,3,2023,3,16,12.0
15,3,2023,3,16,19.0
16,3,2023,3,16,19.0
17,3,2023,3,16,15.0
18,3,2023,3,16,13.0
19,3,2023,3,16,12.0
20,3,2023,3,16,11.0
21,3,2023,3,16,12.0
22,3,2023,3,16,11.0
23,3,2023,3,16,12.0
0,4,2023,3,17,7.0
1,4,2023,3,17,6.0
2,4,2023,3,17,6.0
3,4,2023,3,17,4.0
4,4,2023,3,17,4.0
5,4,2023,3,17,5.0
6,4,2023,3,17,4.0
7,4,2023,3,17,5.0
8,4,2023,3,17,5.0
9,4,2023,3,17,8.0
10,4,2023,3,17,10.0
11,4,2023,3,17,11.0
12,4,2023,3,17,12.0
13,4,2023,3,17,9.0
14,4,2023,3,17,11.0
15,4,2023,3,17,14.0
16,4,2023,3,17,15.0
17,4,2023,3,17,11.0
18,4,2023,3,17,10.0
19,4,2023,3,17,11.0
20,4,2023,3,17,9.0
21,4,2023,3,17,9.0
22,4,2023,3,17,10.0
23,4,2023,3,17,9.0
0,5,2023,3,18,8.0
1,5,2023,3,18,6.0
2,5,2023,3,18,6.0
3,5,2023,3,18,5.0
4,5,2023,3,18,5.0
5,5,2023,3,18,6.0
6,5,2023,3,18,6.0
7,5,2023,3,18,5.0
8,5,2023,3,18,5.0
9,5,2023,3,18,8.0
10,5,2023,3,18,7.0
11,5,2023,3,18,8.0
12,5,2023,3,18,9.0
13,5,2023,3,18,8.0
14,5,2023,3,18,10.0
15,5,2023,3,18,12.0
16,5,2023,3,18,12.0
17,5,2023,3,18,12.0
18,5,2023,3,18,11.0
19,5,2023,3,18,11.0
20,5,2023,3,18,10.0
21,5,2023,3,18,9.0
22,5,2023,3,18,10.0
23,5,2023,3,18,9.0
0,6,2023,3,19,11.0
1,6,2023,3,19,6.0
2,6,2023,3,19,5.0
3,6,2023,3,19,4.0
4,6,2023,3,19,5.0
5,6,2023,3,19,6.0
6,6,2023,3,19,6.0
7,6,2023,3,19,5.0
8,6,2023,3,19,5.0
9,6,2023,3,19,7.0
10,6,2023,3,19,7.0
11,6,2023,3,19,8.0
