Hour,Day-of-Week,Year,Month,Day,Vehicles
17,2,2023,2,8,12.0
18,2,2023,2,8,9.0
19,2,2023,2,8,10.0
20,2,2023,2,8,10.0
21,2,2023,2,8,9.0
22,2,2023,2,8,9.0
23,2,2023,2,8,9.0
0,3,2023,2,9,9.0
1,3,2023,2,9,8.0
2,3,2023,2,9,8.0
3,3,2023,2,9,9.0
4,3,2023,2,9,5.0
5,3,2023,2,9,5.0
6,3,2023,2,9,7.0
7,3,2023,2,9,6.0
8,3,2023,2,9,6.0
9,3,2023,2,9,8.0
10,3,2023,2,9,9.0
11,3,2023,2,9,9.0
12,3,2023,2,9,11.0
13,3,2023,2,9,10.0
14,3,2023,2,9,11.0
15,3,2023,2,9,12.0
16,3,2023,2,9,12.0
17,3,2023,2,9,11.0
18,3,2023,2,9,9.0
19,3,2023,2,9,10.0
20,3,2023,2,9,11.0
21,3,2023,2,9,11.0
22,3,2023,2,9,10.0
23,3,2023,2,9,8.0
0,4,2023,2,10,9.0
1,4,2023,2,10,7.0
2,4,2023,2,10,6.0
3,4,2023,2,10,8.0
4,4,2023,2,10,5.0
5,4,2023,2,10,6.0
6,4,2023,2,10,7.0
7,4,2023,2,10,6.0
8,4,2023,2,10,7.0
9,4,2023,2,10,6.0
10,4,2023,2,10,9.0
11,4,2023,2,10,8.0
12,4,2023,2,10,9.0
13,4,2023,2,10,10.0
14,4,2023,2,10,10.0
15,4,2023,2,10,12.0
16,4,2023,2,10,11.0
17,4,2023,2,10,12.0
18,4,2023,2,10,10.0
19,4,2023,2,10,11.0
20,4,2023,2,10,12.0
21,4,2023,2,10,10.0
22,4,2023,2,10,10.0
23,4,2023,2,10,8.0
0,5,2023,2,11,7.0
1,5,2023,2,11,7.0
2,5,2023,2,11,6.0
3,5,2023,2,11,6.0
4,5,2023,2,11,6.0
5,5,2023,2,11,5.0
6,5,2023,2,11,6.0
7,5,2023,2,11,5.0
8,5,2023,2,11,4.0
9,5,2023,2,11,4.0
10,5,2023,2,11,4.0
11,5,2023,2,11,4.0
12,5,2023,2,11,4.0
13,5,2023,2,11,5.0
14,5,2023,2,11,5.0
15,5,2023,2,11,6.0
16,5,2023,2,11,8.0
17,5,2023,2,11,8.0
18,5,2023,2,11,7.0
19,5,2023,2,11,8.0
20,5,2023,2,11,6.0
21,5,2023,2,11,6.0
22,5,2023,2,11,8.0
23,5,2023,2,11,6.0
0,6,2023,2,12,6.0
1,6,2023,2,12,6.0
2,6,2023,2,12,4.0
3,6,2023,2,12,4.0
4,6,2023,2,12,6.0
5,6,2023,2,12,4.0
6,6,2023,2,12,6.0
7,6,2023,2,12,5.0
8,6,2023,2,12,3.0
9,6,2023,2,12,3.0
10,6,2023,2,12,4.0
11,6,2023,2,12,5.0
12,6,2023,2,12,4.0
13,6,2023,2,12,4.0
14,6,2023,2,12,4.0
15,6,2023,2,12,6.0
16,6,2023,2,12,8.0
17,6,2023,2,12,7.0
18,6,2023,2,12,8.0
19,6,2023,2,12,8.0
20,6,2023,2,12,7.0
21,6,2023,2,12,6.0
22,6,2023,2,12,8.0
23,6,2023,2,12,6.0
0,0,2023,2,13,6.0
1,0,2023,2,13,6.0
2,0,2023,2,13,6.0
3,0,2023,2,13,5.0
4,0,2023,2,13,5.0
5,0,2023,2,13,6.0
6,0,2023,2,13,6.0
7,0,2023,2,13,6.0
8,0,2023,2,13,6.0
9,0,2023,2,13,7.0
10,0,2023,2,13,9.0
11,0,2023,2,13,8.0
12,0,2023,2,13,9.0
13,0,2023,2,13,8.0
14,0,2023,2,13,9.0
15,0,2023,2,13,11.0
16,0,2023,2,13,12.0
17,0,2023,2,13,12.0
18,0,2023,2,13,9.0
19,0,2023,2,13,11.0
20,0,2023,2,13,11.0
21,0,2023,2,13,11.0
22,0,2023,2,13,10.0
23,0,2023,2,13,9.0
0,1,2023,2,14,7.0
1,1,2023,2,14,7.0
2,1,2023,2,14,7.0
3,1,2023,2,14,7.0
4,1,2023,2,14,7.0
5,1,2023,2,14,7.0
6,1,2023,2,14,6.0
7,1,2023,2,14,6.0
8,1,2023,2,14,5.0
9,1,2023,2,14,7.0
10,1,2023,2,14,9.0
11,1,2023,2,14,9.0
12,1,2023,2,14,9.0
13,1,2023,2,14,7.0
14,1,2023,2,14,10.0
15,1,2023,2,14,11.0
16,1,2023,2,14,11.0
17,1,2023,2,14,10.0
18,1,2023,2,14,9.0
19,1,2023,2,14,11.0
20,1,2023,2,14,11.0
21,1,2023,2,14,10.0
22,1,2023,2,14,11.0
23,1,2023,2,14,9.0
0,2,2023,2,15,7.0
1,2,2023,2,15,6.0
2,2,2023,2,15,6.0
3,2,2023,2,15,8.0
4,2,2023,2,15,6.0
5,2,2023,2,15,7.0
6,2,2023,2,15,7.0
7,2,2023,2,15,6.0
8,2,2023,2,15,6.0
9,2,2023,2,15,6.0
10,2,2023,2,15,9.0
11,2,2023,2,15,9.0
12,2,2023,2,15,9.0
13,2,2023,2,15,7.0
14,2,2023,2,15,9.0
15,2,2023,2,15,10.0
16,2,2023,2,15,10.0
17,2,2023,2,15,9.0
18,2,2023,2,15,8.0
19,2,2023,2,15,10.0
20,2,2023,2,15,10.0
21,2,2023,2,15,10.0
22,2,2023,2,15,10.0
23,2,2023,2,15,9.0
0,3,2023,2,16,7.0
1,3,2023,2,16,7.0
2,3,2023,2,16,6.0
3,3,2023,2,16,8.0
4,3,2023,2,16,7.0
5,3,2023,2,16,8.0
6,3,2023,2,16,7.0
7,3,2023,2,16,6.0
8,3,2023,2,16,6.0
9,3,2023,2,16,7.0
10,3,2023,2,16,10.0
11,3,2023,2,16,9.0
12,3,2023,2,16,11.0
13,3,2023,2,16,8.0
14,3,2023,2,16,9.0
15,3,2023,2,16,10.0
16,3,2023,2,16,10.0
17,3,2023,2,16,9.0
18,3,2023,2,16,8.0
19,3,2023,2,16,10.0
20,3,2023,2,16,11.0
21,3,2023,2,16,11.0
22,3,2023,2,16,11.0
23,3,2023,2,16,9.0
0,4,2023,2,17,8.0
1,4,2023,2,17,6.0
2,4,2023,2,17,5.0
3,4,2023,2,17,7.0
4,4,2023,2,17,6.0
5,4,2023,2,17,7.0
6,4,2023,2,17,6.0
7,4,2023,2,17,6.0
8,4,2023,2,17,7.0
9,4,2023,2,17,6.0
10,4,2023,2,17,9.0
11,4,2023,2,17,9.0
12,4,2023,2,17,10.0
13,4,2023,2,17,9.0
14,4,2023,2,17,10.0
15,4,2023,2,17,10.0
16,4,2023,2,17,10.0
17,4,2023,2,17,10.0
18,4,2023,2,17,9.0
19,4,2023,2,17,9.0
20,4,2023,2,17,10.0
21,4,2023,2,17,10.0
22,4,2023,2,17,10.0
23,4,2023,2,17,9.0
0,5,2023,2,18,7.0
1,5,2023,2,18,6.0
2,5,2023,2,18,7.0
3,5,2023,2,18,6.0
4,5,2023,2,18,6.0
5,5,2023,2,18,5.0
6,5,2023,2,18,6.0
7,5,2023,2,18,4.0
8,5,2023,2,18,4.0
9,5,2023,2,18,6.0
10,5,2023,2,18,5.0
11,5,2023,2,18,5.0
12,5,2023,2,18,5.0
13,5,2023,2,18,6.0
14,5,2023,2,18,6.0
15,5,2023,2,18,7.0
16,5,2023,2,18,8.0
17,5,2023,2,18,8.0
18,5,2023,2,18,7.0
19,5,2023,2,18,7.0
20,5,2023,2,18,7.0
21,5,2023,2,18,7.0
22,5,2023,2,18,6.0
23,5,2023,2,18,6.0
0,6,2023,2,19,7.0
1,6,2023,2,19,5.0
2,6,2023,2,19,6.0
3,6,2023,2,19,4.0
4,6,2023,2,19,6.0
5,6,2023,2,19,5.0
6,6,2023,2,19,6.0
7,6,2023,2,19,4.0
8,6,2023,2,19,4.0
9,6,2023,2,19,6.0
10,6,2023,2,19,5.0
11,6,2023,2,19,5.0
12,6,2023,2,19,5.0
13,6,2023,2,19,5.0
14,6,2023,2,19,5.0
15,6,2023,2,19,8.0
16,6,2023,2,19,8.0
17,6,2023,2,19,7.0
18,6,2023,2,19,6.0
19,6,2023,2,19,7.0
20,6,2023,2,19,8.0
21,6,2023,2,19,6.0
22,6,2023,2,19,6.0
23,6,2023,2,19,6.0
0,0,2023,2,20,7.0
1,0,2023,2,20,8.0
2,0,2023,2,20,7.0
3,0,2023,2,20,8.0
4,0,2023,2,20,6.0
5,0,2023,2,20,6.0
6,0,2023,2,20,7.0
7,0,2023,2,20,8.0
8,0,2023,2,20,7.0
9,0,2023,2,20,7.0
10,0,2023,2,20,9.0
11,0,2023,2,20,10.0
12,0,2023,2,20,10.0
13,0,2023,2,20,10.0
14,0,2023,2,20,11.0
15,0,2023,2,20,12.0
16,0,2023,2,20,11.0
17,0,2023,2,20,12.0
18,0,2023,2,20,12.0
19,0,2023,2,20,14.0
20,0,2023,2,20,12.0
21,0,2023,2,20,11.0
22,0,2023,2,20,11.0
23,0,2023,2,20,10.0
0,1,2023,2,21,10.0
1,1,2023,2,21,9.0
2,1,2023,2,21,9.0
3,1,2023,2,21,8.0
4,1,2023,2,21,8.0
5,1,2023,2,21,7.0
6,1,2023,2,21,7.0
7,1,2023,2,21,8.0
8,1,2023,2,21,7.0
9,1,2023,2,21,8.0
10,1,2023,2,21,9.0
11,1,2023,2,21,10.0
12,1,2023,2,21,10.0
13,1,2023,2,21,9.0
14,1,2023,2,21,11.0
15,1,2023,2,21,12.0
16,1,2023,2,21,11.0
17,1,2023,2,21,11.0
18,1,2023,2,21,10.0
19,1,2023,2,21,14.0
20,1,2023,2,21,12.0
21,1,2023,2,21,11.0
22,1,2023,2,21,11.0
23,1,2023,2,21,9.0
0,2,2023,2,22,9.0
1,2,2023,2,22,10.0
2,2,2023,2,22,8.0
3,2,2023,2,22,8.0
4,2,2023,2,22,7.0
5,2,2023,2,22,7.0
6,2,2023,2,22,6.0
7,2,2023,2,22,8.0
8,2,2023,2,22,6.0
9,2,2023,2,22,9.0
10,2,2023,2,22,9.0
11,2,2023,2,22,10.0
12,2,2023,2,22,9.0
13,2,2023,2,22,8.0
14,2,2023,2,22,12.0
15,2,2023,2,22,12.0
16,2,2023,2,22,11.0
17,2,2023,2,22,12.0
18,2,2023,2,22,10.0
19,2,2023,2,22,11.0
20,2,2023,2,22,11.0
21,2,2023,2,22,11.0
22,2,2023,2,22,11.0
23,2,2023,2,22,9.0
0,3,2023,2,23,10.0
1,3,2023,2,23,10.0
2,3,2023,2,23,8.0
3,3,2023,2,23,8.0
4,3,2023,2,23,8.0
5,3,2023,2,23,6.0
6,3,2023,2,23,6.0
7,3,2023,2,23,8.0
8,3,2023,2,23,8.0
9,3,2023,2,23,9.0
10,3,2023,2,23,9.0
11,3,2023,2,23,10.0
12,3,2023,2,23,11.0
13,3,2023,2,23,9.0
14,3,2023,2,23,12.0
15,3,2023,2,23,12.0
16,3,2023,2,23,11.0
17,3,2023,2,23,12.0
18,3,2023,2,23,10.0
19,3,2023,2,23,11.0
20,3,2023,2,23,10.0
21,3,2023,2,23,11.0
22,3,2023,2,23,11.0
23,3,2023,2,23,8.0
0,4,2023,2,24,9.0
1,4,2023,2,24,9.0
2,4,2023,2,24,7.0
3,4,2023,2,24,6.0
4,4,2023,2,24,7.0
5,4,2023,2,24,6.0
6,4,2023,2,24,6.0
7,4,2023,2,24,7.0
8,4,2023,2,24,6.0
9,4,2023,2,24,9.0
10,4,2023,2,24,9.0
11,4,2023,2,24,10.0
12,4,2023,2,24,10.0
13,4,2023,2,24,10.0
14,4,2023,2,24,12.0
15,4,2023,2,24,11.0
16,4,2023,2,24,12.0
17,4,2023,2,24,12.0
18,4,2023,2,24,10.0
19,4,2023,2,24,10.0
20,4,2023,2,24,11.0
21,4,2023,2,24,10.0
22,4,2023,2,24,11.0
23,4,2023,2,24,9.0
0,5,2023,2,25,8.0
1,5,2023,2,25,8.0
2,5,2023,2,25,8.0
3,5,2023,2,25,7.0
4,5,2023,2,25,5.0
5,5,2023,2,25,6.0
6,5,2023,2,25,6.0
7,5,2023,2,25,6.0
8,5,2023,2,25,5.0
9,5,2023,2,25,5.0
10,5,2023,2,25,7.0
11,5,2023,2,25,7.0
12,5,2023,2,25,8.0
13,5,2023,2,25,8.0
14,5,2023,2,25,7.0
15,5,2023,2,25,5.0
16,5,2023,2,25,7.0
17,5,2023,2,25,7.0
18,5,2023,2,25,7.0
19,5,2023,2,25,7.0
20,5,2023,2,25,8.0
21,5,2023,2,25,8.0
22,5,2023,2,25,9.0
23,5,2023,2,25,10.0
0,6,2023,2,26,7.0
1,6,2023,2,26,6.0
2,6,2023,2,26,7.0
3,6,2023,2,26,6.0
4,6,2023,2,26,6.0
5,6,2023,2,26,5.0
6,6,2023,2,26,5.0
7,6,2023,2,26,5.0
8,6,2023,2,26,4.0
9,6,2023,2,26,6.0
10,6,2023,2,26,7.0
11,6,2023,2,26,6.0
12,6,2023,2,26,8.0
13,6,2023,2,26,7.0
14,6,2023,2,26,7.0
15,6,2023,2,26,5.0
16,6,2023,2,26,7.0
17,6,2023,2,26,6.0
18,6,2023,2,26,7.0
19,6,2023,2,26,6.0
20,6,2023,2,26,8.0
21,6,2023,2,26,8.0
22,6,2023,2,26,10.0
23,6,2023,2,26,9.0
0,0,2023,2,27,8.0
1,0,2023,2,27,8.0
2,0,2023,2,27,8.0
3,0,2023,2,27,8.0
4,0,2023,2,27,7.0
5,0,2023,2,27,7.0
6,0,2023,2,27,6.0
7,0,2023,2,27,8.0
8,0,2023,2,27,7.0
9,0,2023,2,27,7.0
10,0,2023,2,27,11.0
11,0,2023,2,27,11.0
12,0,2023,2,27,11.0
13,0,2023,2,27,10.0
14,0,2023,2,27,12.0
15,0,2023,2,27,12.0
16,0,2023,2,27,11.0
17,0,2023,2,27,11.0
18,0,2023,2,27,12.0
19,0,2023,2,27,13.0
20,0,2023,2,27,13.0
21,0,2023,2,27,12.0
22,0,2023,2,27,13.0
23,0,2023,2,27,11.0
0,1,2023,2,28,12.0
1,1,2023,2,28,9.0
2,1,2023,2,28,11.0
3,1,2023,2,28,9.0
4,1,2023,2,28,7.0
5,1,2023,2,28,7.0
6,1,2023,2,28,5.0
7,1,2023,2,28,8.0
8,1,2023,2,28,7.0
9,1,2023,2,28,7.0
10,1,2023,2,28,11.0
11,1,2023,2,28,9.0
12,1,2023,2,28,10.0
13,1,2023,2,28,9.0
14,1,2023,2,28,10.0
15,1,2023,2,28,11.0
16,1,2023,2,28,10.0
17,1,2023,2,28,10.0
18,1,2023,2,28,10.0
19,1,2023,2,28,13.0
20,1,2023,2,28,13.0
21,1,2023,2,28,12.0
22,1,2023,2,28,13.0
23,1,2023,2,28,12.0
0,2,2023,3,1,12.0
1,2,2023,3,1,10.0
2,2,2023,3,1,9.0
3,2,2023,3,1,10.0
4,2,2023,3,1,8.0
5,2,2023,3,1,8.0
6,2,2023,3,1,9.0
7,2,2023,3,1,8.0
8,2,2023,3,1,9.0
9,2,2023,3,1,11.0
10,2,2023,3,1,11.0
11,2,2023,3,1,14.0
12,2,2023,3,1,15.0
13,2,2023,3,1,12.0
14,2,2023,3,1,14.0
15,2,2023,3,1,15.0
16,2,2023,3,1,14.0
17,2,2023,3,1,14.0
18,2,2023,3,1,15.0
19,2,2023,3,1,15.0
20,2,2023,3,1,16.0
21,2,2023,3,1,16.0
22,2,2023,3,1,14.0
23,2,2023,3,1,12.0
0,3,2023,3,2,12.0
1,3,2023,3,2,11.0
2,3,2023,3,2,10.0
3,3,2023,3,2,10.0
4,3,2023,3,2,8.0
5,3,2023,3,2,8.0
6,3,2023,3,2,8.0
7,3,2023,3,2,8.0
8,3,2023,3,2,8.0
9,3,2023,3,2,10.0
10,3,2023,3,2,10.0
11,3,2023,3,2,13.0
12,3,2023,3,2,14.0
13,3,2023,3,2,13.0
14,3,2023,3,2,13.0
15,3,2023,3,2,13.0
16,3,2023,3,2,13.0
17,3,2023,3,2,14.0
18,3,2023,3,2,14.0
19,3,2023,3,2,15.0
20,3,2023,3,2,16.0
21,3,2023,3,2,14.0
22,3,2023,3,2,13.0
23,3,2023,3,2,11.0
0,4,2023,3,3,12.0
1,4,2023,3,3,10.0
2,4,2023,3,3,9.0
3,4,2023,3,3,11.0
4,4,2023,3,3,8.0
5,4,2023,3,3,7.0
6,4,2023,3,3,8.0
7,4,2023,3,3,9.0
8,4,2023,3,3,11.0
9,4,2023,3,3,11.0
10,4,2023,3,3,10.0
11,4,2023,3,3,13.0
12,4,2023,3,3,13.0
13,4,2023,3,3,13.0
14,4,2023,3,3,12.0
15,4,2023,3,3,11.0
16,4,2023,3,3,11.0
17,4,2023,3,3,13.0
18,4,2023,3,3,14.0
19,4,2023,3,3,13.0
20,4,2023,3,3,15.0
21,4,2023,3,3,12.0
22,4,2023,3,3,12.0
23,4,2023,3,3,11.0
0,5,2023,3,4,13.0
1,5,2023,3,4,10.0
2,5,2023,3,4,9.0
3,5,2023,3,4,9.0
4,5,2023,3,4,8.0
5,5,2023,3,4,6.0
6,5,2023,3,4,7.0
7,5,2023,3,4,8.0
8,5,2023,3,4,6.0
9,5,2023,3,4,8.0
10,5,2023,3,4,8.0
11,5,2023,3,4,6.0
12,5,2023,3,4,6.0
13,5,2023,3,4,6.0
14,5,2023,3,4,7.0
15,5,2023,3,4,8.0
16,5,2023,3,4,6.0
17,5,2023,3,4,6.0
18,5,2023,3,4,6.0
19,5,2023,3,4,12.0
20,5,2023,3,4,12.0
21,5,2023,3,4,11.0
22,5,2023,3,4,10.0
23,5,2023,3,4,10.0
0,6,2023,3,5,10.0
1,6,2023,3,5,7.0
2,6,2023,3,5,7.0
3,6,2023,3,5,8.0
4,6,2023,3,5,8.0
5,6,2023,3,5,6.0
6,6,2023,3,5,5.0
7,6,2023,3,5,6.0
8,6,2023,3,5,7.0
9,6,2023,3,5,8.0
10,6,2023,3,5,8.0
11,6,2023,3,5,6.0
12,6,2023,3,5,6.0
13,6,2023,3,5,7.0
14,6,2023,3,5,7.0
15,6,2023,3,5,7.0
16,6,2023,3,5,5.0
17,6,2023,3,5,6.0
18,6,2023,3,5,7.0
19,6,2023,3,5,11.0
20,6,2023,3,5,10.0
21,6,2023,3,5,11.0
22,6,2023,3,5,11.0
23,6,2023,3,5,11.0
0,0,2023,3,6,9.0
1,0,2023,3,6,8.0
2,0,2023,3,6,7.0
3,0,2023,3,6,7.0
4,0,2023,3,6,5.0
5,0,2023,3,6,6.0
6,0,2023,3,6,5.0
7,0,2023,3,6,7.0
8,0,2023,3,6,9.0
9,0,2023,3,6,9.0
10,0,2023,3,6,10.0
11,0,2023,3,6,11.0
12,0,2023,3,6,11.0
13,0,2023,3,6,10.0
14,0,2023,3,6,13.0
15,0,2023,3,6,15.0
16,0,2023,3,6,12.0
17,0,2023,3,6,12.0
18,0,2023,3,6,12.0
19,0,2023,3,6,12.0
20,0,2023,3,6,13.0
21,0,2023,3,6,14.0
22,0,2023,3,6,14.0
23,0,2023,3,6,11.0
0,1,2023,3,7,12.0
1,1,2023,3,7,10.0
2,1,2023,3,7,9.0
3,1,2023,3,7,11.0
4,1,2023,3,7,8.0
5,1,2023,3,7,9.0
6,1,2023,3,7,8.0
7,1,2023,3,7,8.0
8,1,2023,3,7,9.0
9,1,2023,3,7,9.0
10,1,2023,3,7,11.0
11,1,2023,3,7,11.0
12,1,2023,3,7,13.0
13,1,2023,3,7,12.0
14,1,2023,3,7,13.0
15,1,2023,3,7,15.0
16,1,2023,3,7,12.0
17,1,2023,3,7,12.0
18,1,2023,3,7,12.0
19,1,2023,3,7,12.0
20,1,2023,3,7,12.0
21,1,2023,3,7,14.0
22,1,2023,3,7,14.0
23,1,2023,3,7,11.0
0,2,2023,3,8,12.0
1,2,2023,3,8,10.0
2,2,2023,3,8,9.0
3,2,2023,3,8,10.0
4,2,2023,3,8,8.0
5,2,2023,3,8,7.0
6,2,2023,3,8,8.0
7,2,2023,3,8,8.0
8,2,2023,3,8,9.0
9,2,2023,3,8,10.0
10,2,2023,3,8,11.0
11,2,2023,3,8,11.0
12,2,2023,3,8,13.0
13,2,2023,3,8,11.0
14,2,2023,3,8,13.0
15,2,2023,3,8,14.0
16,2,2023,3,8,12.0
17,2,2023,3,8,12.0
18,2,2023,3,8,11.0
19,2,2023,3,8,15.0
20,2,2023,3,8,15.0
21,2,2023,3,8,14.0
22,2,2023,3,8,14.0
23,2,2023,3,8,11.0
0,3,2023,3,9,12.0
1,3,2023,3,9,11.0
2,3,2023,3,9,9.0
3,3,2023,3,9,11.0
4,3,2023,3,9,8.0
5,3,2023,3,9,8.0
6,3,2023,3,9,9.0
7,3,2023,3,9,8.0
8,3,2023,3,9,9.0
9,3,2023,3,9,9.0
10,3,2023,3,9,10.0
11,3,2023,3,9,12.0
12,3,2023,3,9,12.0
13,3,2023,3,9,12.0
14,3,2023,3,9,12.0
15,3,2023,3,9,11.0
16,3,2023,3,9,12.0
17,3,2023,3,9,13.0
18,3,2023,3,9,13.0
19,3,2023,3,9,15.0
20,3,2023,3,9,15.0
21,3,2023,3,9,12.0
22,3,2023,3,9,13.0
23,3,2023,3,9,11.0
0,4,2023,3,10,12.0
1,4,2023,3,10,10.0
2,4,2023,3,10,9.0
3,4,2023,3,10,11.0
4,4,2023,3,10,7.0
5,4,2023,3,10,8.0
6,4,2023,3,10,7.0
7,4,2023,3,10,8.0
8,4,2023,3,10,9.0
9,4,2023,3,10,9.0
10,4,2023,3,10,10.0
11,4,2023,3,10,11.0
12,4,2023,3,10,11.0
13,4,2023,3,10,12.0
14,4,2023,3,10,13.0
15,4,2023,3,10,12.0
16,4,2023,3,10,12.0
17,4,2023,3,10,11.0
18,4,2023,3,10,13.0
19,4,2023,3,10,13.0
20,4,2023,3,10,14.0
21,4,2023,3,10,12.0
22,4,2023,3,10,12.0
23,4,2023,3,10,12.0
0,5,2023,3,11,11.0
1,5,2023,3,11,10.0
2,5,2023,3,11,10.0
3,5,2023,3,11,10.0
4,5,2023,3,11,6.0
5,5,2023,3,11,7.0
6,5,2023,3,11,6.0
7,5,2023,3,11,6.0
8,5,2023,3,11,7.0
9,5,2023,3,11,6.0
10,5,2023,3,11,7.0
11,5,2023,3,11,8.0
12,5,2023,3,11,7.0
13,5,2023,3,11,6.0
14,5,2023,3,11,7.0
15,5,2023,3,11,8.0
16,5,2023,3,11,8.0
17,5,2023,3,11,7.0
18,5,2023,3,11,9.0
19,5,2023,3,11,10.0
20,5,2023,3,11,10.0
21,5,2023,3,11,9.0
22,5,2023,3,11,9.0
23,5,2023,3,11,9.0
0,6,2023,3,12,7.0
1,6,2023,3,12,8.0
2,6,2023,3,12,7.0
3,6,2023,3,12,8.0
4,6,2023,3,12,6.0
5,6,2023,3,12,5.0
6,6,2023,3,12,7.0
7,6,2023,3,12,5.0
8,6,2023,3,12,7.0
9,6,2023,3,12,7.0
10,6,2023,3,12,7.0
11,6,2023,3,12,8.0
12,6,2023,3,12,7.0
13,6,2023,3,12,6.0
14,6,2023,3,12,7.0
15,6,2023,3,12,8.0
16,6,2023,3,12,7.0
17,6,2023,3,12,7.0
18,6,2023,3,12,8.0
19,6,2023,3,12,10.0
20,6,2023,3,12,11.0
21,6,2023,3,12,10.0
22,6,2023,3,12,10.0
23,6,2023,3,12,10.0
0,0,2023,3,13,9.0
1,0,2023,3,13,9.0
2,0,2023,3,13,7.0
3,0,2023,3,13,9.0
4,0,2023,3,13,5.0
5,0,2023,3,13,4.0
6,0,2023,3,13,4.0
7,0,2023,3,13,9.0
8,0,2023,3,13,9.0
9,0,2023,3,13,10.0
10,0,2023,3,13,11.0
11,0,2023,3,13,14.0
12,0,2023,3,13,12.0
13,0,2023,3,13,12.0
14,0,2023,3,13,14.0
15,0,2023,3,13,13.0
16,0,2023,3,13,13.0
17,0,2023,3,13,12.0
18,0,2023,3,13,10.0
19,0,2023,3,13,13.0
20,0,2023,3,13,12.0
21,0,2023,3,13,13.0
22,0,2023,3,13,14.0
23,0,2023,3,13,12.0
0,1,2023,3,14,12.0
1,1,2023,3,14,10.0
2,1,2023,3,14,10.0
3,1,2023,3,14,10.0
4,1,2023,3,14,9.0
5,1,2023,3,14,8.0
6,1,2023,3,14,8.0
7,1,2023,3,14,8.0
8,1,2023,3,14,10.0
9,1,2023,3,14,10.0
10,1,2023,3,14,11.0
11,1,2023,3,14,13.0
12,1,2023,3,14,14.0
13,1,2023,3,14,13.0
14,1,2023,3,14,14.0
15,1,2023,3,14,13.0
16,1,2023,3,14,13.0
17,1,2023,3,14,13.0
18,1,2023,3,14,11.0
19,1,2023,3,14,13.0
20,1,2023,3,14,12.0
21,1,2023,3,14,14.0
22,1,2023,3,14,14.0
23,1,2023,3,14,13.0
0,2,2023,3,15,13.0
1,2,2023,3,15,10.0
2,2,2023,3,15,10.0
3,2,2023,3,15,11.0
4,2,2023,3,15,9.0
5,2,2023,3,15,8.0
6,2,2023,3,15,8.0
7,2,2023,3,15,9.0
8,2,2023,3,15,8.0
9,2,2023,3,15,8.0
10,2,2023,3,15,10.0
11,2,2023,3,15,13.0
12,2,2023,3,15,13.0
13,2,2023,3,15,12.0
14,2,2023,3,15,13.0
15,2,2023,3,15,12.0
16,2,2023,3,15,12.0
17,2,2023,3,15,13.0
18,2,2023,3,15,11.0
19,2,2023,3,15,15.0
20,2,2023,3,15,14.0
21,2,2023,3,15,14.0
22,2,2023,3,15,14.0
23,2,2023,3,15,12.0
0,3,2023,3,16,12.0
1,3,2023,3,16,10.0
2,3,2023,3,16,10.0
3,3,2023,3,16,10.0
4,3,2023,3,16,8.0
5,3,2023,3,16,9.0
6,3,2023,3,16,8.0
7,3,2023,3,16,8.0
8,3,2023,3,16,9.0
9,3,2023,3,16,9.0
10,3,2023,3,16,10.0
11,3,2023,3,16,13.0
12,3,2023,3,16,13.0
13,3,2023,3,16,12.0
14,3,2023,3,16,13.0
15,3,2023,3,16,12.0
16,3,2023,3,16,13.0
17,3,2023,3,16,13.0
18,3,2023,3,16,15.0
19,3,2023,3,16,14.0
20,3,2023,3,16,14.0
21,3,2023,3,16,14.0
22,3,2023,3,16,15.0
23,3,2023,3,16,12.0
0,4,2023,3,17,12.0
1,4,2023,3,17,10.0
2,4,2023,3,17,9.0
3,4,2023,3,17,9.0
4,4,2023,3,17,8.0
5,4,2023,3,17,8.0
6,4,2023,3,17,7.0
7,4,2023,3,17,9.0
8,4,2023,3,17,8.0
9,4,2023,3,17,10.0
10,4,2023,3,17,9.0
11,4,2023,3,17,13.0
12,4,2023,3,17,14.0
13,4,2023,3,17,13.0
14,4,2023,3,17,14.0
15,4,2023,3,17,12.0
16,4,2023,3,17,12.0
17,4,2023,3,17,13.0
18,4,2023,3,17,14.0
19,4,2023,3,17,15.0
20,4,2023,3,17,15.0
21,4,2023,3,17,14.0
22,4,2023,3,17,13.0
23,4,2023,3,17,13.0
0,5,2023,3,18,12.0
1,5,2023,3,18,10.0
2,5,2023,3,18,9.0
3,5,2023,3,18,8.0
4,5,2023,3,18,7.0
5,5,2023,3,18,8.0
6,5,2023,3,18,7.0
7,5,2023,3,18,5.0
8,5,2023,3,18,7.0
9,5,2023,3,18,8.0
10,5,2023,3,18,7.0
11,5,2023,3,18,9.0
12,5,2023,3,18,7.0
13,5,2023,3,18,7.0
14,5,2023,3,18,8.0
15,5,2023,3,18,10.0
16,5,2023,3,18,7.0
17,5,2023,3,18,7.0
18,5,2023,3,18,7.0
19,5,2023,3,18,8.0
20,5,2023,3,18,10.0
21,5,2023,3,18,10.0
22,5,2023,3,18,7.0
23,5,2023,3,18,8.0
0,6,2023,3,19,8.0
1,6,2023,3,19,9.0
2,6,2023,3,19,7.0
3,6,2023,3,19,8.0
4,6,2023,3,19,8.0
5,6,2023,3,19,6.0
6,6,2023,3,19,6.0
7,6,2023,3,19,5.0
8,6,2023,3,19,8.0
9,6,2023,3,19,7.0
10,6,2023,3,19,7.0
11,6,2023,3,19,8.0
