Junction,Vehicles,Hour,Day-of-Week,Year,Month,Day
1,40,19,4,2016,4,1
1,37,20,4,2016,4,1
1,38,21,4,2016,4,1
1,34,22,4,2016,4,1
1,31,23,4,2016,4,1
1,32,0,5,2016,4,2
1,24,1,5,2016,4,2
1,20,2,5,2016,4,2
1,14,3,5,2016,4,2
1,16,4,5,2016,4,2
1,11,5,5,2016,4,2
1,14,6,5,2016,4,2
1,16,7,5,2016,4,2
1,17,8,5,2016,4,2
1,20,9,5,2016,4,2
1,21,10,5,2016,4,2
1,25,11,5,2016,4,2
1,26,12,5,2016,4,2
1,26,13,5,2016,4,2
1,24,14,5,2016,4,2
1,24,15,5,2016,4,2
1,28,16,5,2016,4,2
1,27,17,5,2016,4,2
1,31,18,5,2016,4,2
1,29,19,5,2016,4,2
1,29,20,5,2016,4,2
1,32,21,5,2016,4,2
1,31,22,5,2016,4,2
1,32,23,5,2016,4,2
1,28,0,6,2016,4,3
1,21,1,6,2016,4,3
1,20,2,6,2016,4,3
1,20,3,6,2016,4,3
1,14,4,6,2016,4,3
1,13,5,6,2016,4,3
1,13,6,6,2016,4,3
1,20,7,6,2016,4,3
1,17,8,6,2016,4,3
1,26,9,6,2016,4,3
1,27,10,6,2016,4,3
1,25,11,6,2016,4,3
1,24,12,6,2016,4,3
1,25,13,6,2016,4,3
1,24,14,6,2016,4,3
1,27,15,6,2016,4,3
1,25,16,6,2016,4,3
1,27,17,6,2016,4,3
1,30,18,6,2016,4,3
1,28,19,6,2016,4,3
1,27,20,6,2016,4,3
1,29,21,6,2016,4,3
1,26,22,6,2016,4,3
1,28,23,6,2016,4,3
1,28,0,0,2016,4,4
1,24,1,0,2016,4,4
1,21,2,0,2016,4,4
1,19,3,0,2016,4,4
1,17,4,0,2016,4,4
1,17,5,0,2016,4,4
1,16,6,0,2016,4,4
1,20,7,0,2016,4,4
1,27,8,0,2016,4,4
1,28,9,0,2016,4,4
1,39,10,0,2016,4,4
1,53,11,0,2016,4,4
1,50,12,0,2016,4,4
1,42,13,0,2016,4,4
1,44,14,0,2016,4,4
1,45,15,0,2016,4,4
1,45,16,0,2016,4,4
1,44,17,0,2016,4,4
1,44,18,0,2016,4,4
1,48,19,0,2016,4,4
1,43,20,0,2016,4,4
1,40,21,0,2016,4,4
1,39,22,0,2016,4,4
1,41,23,0,2016,4,4
1,35,0,1,2016,4,5
1,29,1,1,2016,4,5
1,26,2,1,2016,4,5
1,20,3,1,2016,4,5
1,18,4,1,2016,4,5
1,17,5,1,2016,4,5
1,19,6,1,2016,4,5
1,25,7,1,2016,4,5
1,29,8,1,2016,4,5
1,30,9,1,2016,4,5
1,43,10,1,2016,4,5
1,44,11,1,2016,4,5
1,45,12,1,2016,4,5
1,38,13,1,2016,4,5
1,45,14,1,2016,4,5
1,43,15,1,2016,4,5
1,40,16,1,2016,4,5
1,42,17,1,2016,4,5
1,43,18,1,2016,4,5
1,44,19,1,2016,4,5
1,39,20,1,2016,4,5
1,40,21,1,2016,4,5
1,39,22,1,2016,4,5
1,41,23,1,2016,4,5
1,35,0,2,2016,4,6
1,32,1,2,2016,4,6
1,23,2,2,2016,4,6
1,18,3,2,2016,4,6
1,18,4,2,2016,4,6
1,16,5,2,2016,4,6
1,19,6,2,2016,4,6
1,23,7,2,2016,4,6
1,21,8,2,2016,4,6
1,25,9,2,2016,4,6
1,39,10,2,2016,4,6
1,41,11,2,2016,4,6
1,41,12,2,2016,4,6
1,39,13,2,2016,4,6
1,41,14,2,2016,4,6
1,38,15,2,2016,4,6
1,36,16,2,2016,4,6
1,37,17,2,2016,4,6
1,46,18,2,2016,4,6
1,46,19,2,2016,4,6
1,45,20,2,2016,4,6
1,43,21,2,2016,4,6
1,39,22,2,2016,4,6
1,35,23,2,2016,4,6
1,34,0,3,2016,4,7
1,25,1,3,2016,4,7
1,27,2,3,2016,4,7
1,22,3,3,2016,4,7
1,20,4,3,2016,4,7
1,17,5,3,2016,4,7
1,20,6,3,2016,4,7
1,26,7,3,2016,4,7
1,23,8,3,2016,4,7
1,28,9,3,2016,4,7
1,48,10,3,2016,4,7
1,46,11,3,2016,4,7
1,45,12,3,2016,4,7
1,41,13,3,2016,4,7
1,46,14,3,2016,4,7
1,43,15,3,2016,4,7
1,43,16,3,2016,4,7
1,45,17,3,2016,4,7
1,42,18,3,2016,4,7
1,45,19,3,2016,4,7
1,42,20,3,2016,4,7
1,40,21,3,2016,4,7
1,39,22,3,2016,4,7
1,32,23,3,2016,4,7
1,34,0,4,2016,4,8
1,29,1,4,2016,4,8
1,24,2,4,2016,4,8
1,19,3,4,2016,4,8
1,15,4,4,2016,4,8
1,17,5,4,2016,4,8
1,19,6,4,2016,4,8
1,21,7,4,2016,4,8
1,20,8,4,2016,4,8
1,23,9,4,2016,4,8
1,27,10,4,2016,4,8
1,34,11,4,2016,4,8
1,36,12,4,2016,4,8
1,34,13,4,2016,4,8
1,34,14,4,2016,4,8
1,34,15,4,2016,4,8
1,30,16,4,2016,4,8
1,30,17,4,2016,4,8
1,34,18,4,2016,4,8
1,39,19,4,2016,4,8
1,36,20,4,2016,4,8
1,31,21,4,2016,4,8
1,33,22,4,2016,4,8
1,28,23,4,2016,4,8
1,28,0,5,2016,4,9
1,24,1,5,2016,4,9
1,22,2,5,2016,4,9
1,19,3,5,2016,4,9
1,16,4,5,2016,4,9
1,13,5,5,2016,4,9
1,13,6,5,2016,4,9
1,16,7,5,2016,4,9
1,17,8,5,2016,4,9
1,21,9,5,2016,4,9
1,31,10,5,2016,4,9
1,31,11,5,2016,4,9
1,30,12,5,2016,4,9
1,23,13,5,2016,4,9
1,24,14,5,2016,4,9
1,22,15,5,2016,4,9
1,24,16,5,2016,4,9
1,27,17,5,2016,4,9
1,27,18,5,2016,4,9
1,29,19,5,2016,4,9
1,29,20,5,2016,4,9
1,30,21,5,2016,4,9
1,28,22,5,2016,4,9
1,29,23,5,2016,4,9
1,30,0,6,2016,4,10
1,19,1,6,2016,4,10
1,21,2,6,2016,4,10
1,15,3,6,2016,4,10
1,16,4,6,2016,4,10
1,11,5,6,2016,4,10
1,13,6,6,2016,4,10
1,14,7,6,2016,4,10
1,16,8,6,2016,4,10
1,19,9,6,2016,4,10
1,24,10,6,2016,4,10
1,23,11,6,2016,4,10
1,25,12,6,2016,4,10
1,26,13,6,2016,4,10
1,25,14,6,2016,4,10
1,23,15,6,2016,4,10
1,20,16,6,2016,4,10
1,25,17,6,2016,4,10
1,28,18,6,2016,4,10
1,29,19,6,2016,4,10
1,30,20,6,2016,4,10
1,27,21,6,2016,4,10
1,31,22,6,2016,4,10
1,30,23,6,2016,4,10
1,23,0,0,2016,4,11
1,21,1,0,2016,4,11
1,19,2,0,2016,4,11
1,17,3,0,2016,4,11
1,13,4,0,2016,4,11
1,15,5,0,2016,4,11
1,17,6,0,2016,4,11
1,21,7,0,2016,4,11
1,21,8,0,2016,4,11
1,28,9,0,2016,4,11
1,33,10,0,2016,4,11
1,41,11,0,2016,4,11
1,39,12,0,2016,4,11
1,38,13,0,2016,4,11
1,44,14,0,2016,4,11
1,38,15,0,2016,4,11
1,42,16,0,2016,4,11
1,42,17,0,2016,4,11
1,46,18,0,2016,4,11
1,43,19,0,2016,4,11
1,46,20,0,2016,4,11
1,39,21,0,2016,4,11
1,43,22,0,2016,4,11
1,36,23,0,2016,4,11
1,36,0,1,2016,4,12
1,32,1,1,2016,4,12
1,23,2,1,2016,4,12
1,19,3,1,2016,4,12
1,20,4,1,2016,4,12
1,14,5,1,2016,4,12
1,18,6,1,2016,4,12
1,20,7,1,2016,4,12
1,25,8,1,2016,4,12
1,38,9,1,2016,4,12
1,53,10,1,2016,4,12
1,53,11,1,2016,4,12
1,54,12,1,2016,4,12
1,48,13,1,2016,4,12
1,48,14,1,2016,4,12
1,48,15,1,2016,4,12
1,41,16,1,2016,4,12
1,45,17,1,2016,4,12
1,50,18,1,2016,4,12
1,48,19,1,2016,4,12
1,47,20,1,2016,4,12
1,41,21,1,2016,4,12
1,38,22,1,2016,4,12
1,38,23,1,2016,4,12
1,36,0,2,2016,4,13
1,33,1,2,2016,4,13
1,28,2,2,2016,4,13
1,22,3,2,2016,4,13
1,18,4,2,2016,4,13
1,19,5,2,2016,4,13
1,25,6,2,2016,4,13
1,27,7,2,2016,4,13
1,24,8,2,2016,4,13
1,33,9,2,2016,4,13
1,45,10,2,2016,4,13
1,41,11,2,2016,4,13
1,46,12,2,2016,4,13
1,40,13,2,2016,4,13
1,38,14,2,2016,4,13
1,43,15,2,2016,4,13
1,40,16,2,2016,4,13
1,39,17,2,2016,4,13
1,41,18,2,2016,4,13
1,43,19,2,2016,4,13
1,39,20,2,2016,4,13
1,35,21,2,2016,4,13
1,37,22,2,2016,4,13
1,35,23,2,2016,4,13
1,33,0,3,2016,4,14
1,27,1,3,2016,4,14
1,25,2,3,2016,4,14
1,21,3,3,2016,4,14
1,18,4,3,2016,4,14
1,17,5,3,2016,4,14
1,17,6,3,2016,4,14
1,21,7,3,2016,4,14
1,21,8,3,2016,4,14
1,28,9,3,2016,4,14
1,35,10,3,2016,4,14
1,41,11,3,2016,4,14
1,36,12,3,2016,4,14
1,36,13,3,2016,4,14
1,42,14,3,2016,4,14
1,43,15,3,2016,4,14
1,45,16,3,2016,4,14
1,47,17,3,2016,4,14
1,45,18,3,2016,4,14
1,45,19,3,2016,4,14
1,37,20,3,2016,4,14
1,36,21,3,2016,4,14
1,35,22,3,2016,4,14
1,36,23,3,2016,4,14
1,32,0,4,2016,4,15
1,29,1,4,2016,4,15
1,23,2,4,2016,4,15
1,21,3,4,2016,4,15
1,18,4,4,2016,4,15
1,16,5,4,2016,4,15
1,15,6,4,2016,4,15
1,22,7,4,2016,4,15
1,20,8,4,2016,4,15
1,33,9,4,2016,4,15
1,39,10,4,2016,4,15
1,42,11,4,2016,4,15
1,44,12,4,2016,4,15
1,38,13,4,2016,4,15
1,42,14,4,2016,4,15
1,36,15,4,2016,4,15
1,40,16,4,2016,4,15
1,37,17,4,2016,4,15
1,37,18,4,2016,4,15
1,40,19,4,2016,4,15
1,37,20,4,2016,4,15
1,40,21,4,2016,4,15
1,34,22,4,2016,4,15
1,33,23,4,2016,4,15
1,33,0,5,2016,4,16
1,24,1,5,2016,4,16
1,24,2,5,2016,4,16
1,21,3,5,2016,4,16
1,15,4,5,2016,4,16
1,14,5,5,2016,4,16
1,14,6,5,2016,4,16
1,17,7,5,2016,4,16
1,15,8,5,2016,4,16
1,21,9,5,2016,4,16
1,28,10,5,2016,4,16
1,26,11,5,2016,4,16
1,26,12,5,2016,4,16
1,24,13,5,2016,4,16
1,22,14,5,2016,4,16
1,22,15,5,2016,4,16
1,23,16,5,2016,4,16
1,20,17,5,2016,4,16
1,25,18,5,2016,4,16
1,32,19,5,2016,4,16
1,28,20,5,2016,4,16
1,27,21,5,2016,4,16
1,28,22,5,2016,4,16
1,25,23,5,2016,4,16
1,25,0,6,2016,4,17
1,25,1,6,2016,4,17
1,18,2,6,2016,4,17
1,15,3,6,2016,4,17
1,13,4,6,2016,4,17
1,13,5,6,2016,4,17
1,15,6,6,2016,4,17
1,13,7,6,2016,4,17
1,20,8,6,2016,4,17
1,23,9,6,2016,4,17
1,23,10,6,2016,4,17
1,26,11,6,2016,4,17
1,26,12,6,2016,4,17
1,24,13,6,2016,4,17
1,26,14,6,2016,4,17
1,24,15,6,2016,4,17
1,27,16,6,2016,4,17
1,30,17,6,2016,4,17
1,28,18,6,2016,4,17
1,33,19,6,2016,4,17
1,29,20,6,2016,4,17
1,30,21,6,2016,4,17
1,29,22,6,2016,4,17
1,27,23,6,2016,4,17
1,30,0,0,2016,4,18
1,24,1,0,2016,4,18
1,20,2,0,2016,4,18
1,18,3,0,2016,4,18
1,16,4,0,2016,4,18
1,15,5,0,2016,4,18
1,20,6,0,2016,4,18
1,20,7,0,2016,4,18
1,26,8,0,2016,4,18
1,36,9,0,2016,4,18
1,45,10,0,2016,4,18
1,47,11,0,2016,4,18
1,49,12,0,2016,4,18
1,48,13,0,2016,4,18
1,47,14,0,2016,4,18
1,48,15,0,2016,4,18
1,45,16,0,2016,4,18
1,45,17,0,2016,4,18
1,47,18,0,2016,4,18
1,48,19,0,2016,4,18
1,45,20,0,2016,4,18
1,43,21,0,2016,4,18
1,43,22,0,2016,4,18
1,41,23,0,2016,4,18
1,37,0,1,2016,4,19
1,34,1,1,2016,4,19
1,31,2,1,2016,4,19
1,27,3,1,2016,4,19
1,22,4,1,2016,4,19
1,27,5,1,2016,4,19
1,23,6,1,2016,4,19
1,27,7,1,2016,4,19
1,32,8,1,2016,4,19
1,32,9,1,2016,4,19
1,38,10,1,2016,4,19
1,45,11,1,2016,4,19
1,46,12,1,2016,4,19
1,37,13,1,2016,4,19
1,43,14,1,2016,4,19
1,44,15,1,2016,4,19
1,44,16,1,2016,4,19
1,44,17,1,2016,4,19
1,44,18,1,2016,4,19
1,45,19,1,2016,4,19
1,41,20,1,2016,4,19
1,42,21,1,2016,4,19
1,40,22,1,2016,4,19
1,39,23,1,2016,4,19
1,35,0,2,2016,4,20
1,32,1,2,2016,4,20
1,27,2,2,2016,4,20
1,21,3,2,2016,4,20
1,19,4,2,2016,4,20
1,18,5,2,2016,4,20
1,20,6,2,2016,4,20
1,25,7,2,2016,4,20
1,25,8,2,2016,4,20
1,29,9,2,2016,4,20
1,35,10,2,2016,4,20
1,44,11,2,2016,4,20
1,42,12,2,2016,4,20
1,36,13,2,2016,4,20
1,42,14,2,2016,4,20
1,41,15,2,2016,4,20
1,41,16,2,2016,4,20
1,40,17,2,2016,4,20
1,39,18,2,2016,4,20
1,43,19,2,2016,4,20
1,40,20,2,2016,4,20
1,38,21,2,2016,4,20
1,35,22,2,2016,4,20
1,31,23,2,2016,4,20
1,34,0,3,2016,4,21
1,29,1,3,2016,4,21
1,25,2,3,2016,4,21
1,19,3,3,2016,4,21
1,17,4,3,2016,4,21
1,18,5,3,2016,4,21
1,20,6,3,2016,4,21
1,25,7,3,2016,4,21
1,21,8,3,2016,4,21
1,29,9,3,2016,4,21
1,43,10,3,2016,4,21
1,45,11,3,2016,4,21
1,43,12,3,2016,4,21
1,40,13,3,2016,4,21
1,41,14,3,2016,4,21
1,40,15,3,2016,4,21
1,39,16,3,2016,4,21
1,39,17,3,2016,4,21
1,41,18,3,2016,4,21
1,40,19,3,2016,4,21
1,38,20,3,2016,4,21
1,39,21,3,2016,4,21
1,32,22,3,2016,4,21
1,35,23,3,2016,4,21
1,29,0,4,2016,4,22
1,25,1,4,2016,4,22
1,24,2,4,2016,4,22
1,20,3,4,2016,4,22
1,18,4,4,2016,4,22
1,13,5,4,2016,4,22
1,17,6,4,2016,4,22
1,21,7,4,2016,4,22
1,20,8,4,2016,4,22
1,27,9,4,2016,4,22
1,37,10,4,2016,4,22
1,39,11,4,2016,4,22
1,41,12,4,2016,4,22
1,40,13,4,2016,4,22
1,41,14,4,2016,4,22
1,41,15,4,2016,4,22
1,37,16,4,2016,4,22
1,35,17,4,2016,4,22
1,38,18,4,2016,4,22
1,39,19,4,2016,4,22
1,37,20,4,2016,4,22
1,38,21,4,2016,4,22
1,34,22,4,2016,4,22
1,33,23,4,2016,4,22
1,32,0,5,2016,4,23
1,28,1,5,2016,4,23
1,22,2,5,2016,4,23
1,18,3,5,2016,4,23
1,14,4,5,2016,4,23
1,14,5,5,2016,4,23
1,16,6,5,2016,4,23
1,18,7,5,2016,4,23
1,18,8,5,2016,4,23
1,22,9,5,2016,4,23
1,29,10,5,2016,4,23
1,31,11,5,2016,4,23
1,30,12,5,2016,4,23
1,25,13,5,2016,4,23
1,27,14,5,2016,4,23
1,25,15,5,2016,4,23
1,23,16,5,2016,4,23
1,24,17,5,2016,4,23
1,30,18,5,2016,4,23
1,31,19,5,2016,4,23
1,34,20,5,2016,4,23
1,28,21,5,2016,4,23
1,29,22,5,2016,4,23
1,32,23,5,2016,4,23
1,30,0,6,2016,4,24
1,25,1,6,2016,4,24
1,21,2,6,2016,4,24
1,17,3,6,2016,4,24
1,16,4,6,2016,4,24
1,11,5,6,2016,4,24
1,14,6,6,2016,4,24
1,15,7,6,2016,4,24
1,18,8,6,2016,4,24
1,24,9,6,2016,4,24
1,23,10,6,2016,4,24
1,26,11,6,2016,4,24
1,27,12,6,2016,4,24
1,28,13,6,2016,4,24
1,23,14,6,2016,4,24
1,23,15,6,2016,4,24
1,25,16,6,2016,4,24
1,24,17,6,2016,4,24
1,35,18,6,2016,4,24
1,37,19,6,2016,4,24
1,35,20,6,2016,4,24
1,34,21,6,2016,4,24
1,31,22,6,2016,4,24
1,34,23,6,2016,4,24
1,31,0,0,2016,4,25
1,24,1,0,2016,4,25
1,22,2,0,2016,4,25
1,16,3,0,2016,4,25
1,20,4,0,2016,4,25
1,17,5,0,2016,4,25
1,17,6,0,2016,4,25
1,23,7,0,2016,4,25
1,29,8,0,2016,4,25
1,47,9,0,2016,4,25
1,62,10,0,2016,4,25
1,61,11,0,2016,4,25
1,56,12,0,2016,4,25
1,48,13,0,2016,4,25
1,50,14,0,2016,4,25
1,51,15,0,2016,4,25
1,50,16,0,2016,4,25
1,52,17,0,2016,4,25
1,52,18,0,2016,4,25
1,49,19,0,2016,4,25
1,48,20,0,2016,4,25
1,40,21,0,2016,4,25
1,43,22,0,2016,4,25
1,42,23,0,2016,4,25
1,39,0,1,2016,4,26
1,34,1,1,2016,4,26
1,32,2,1,2016,4,26
1,25,3,1,2016,4,26
1,16,4,1,2016,4,26
1,21,5,1,2016,4,26
1,25,6,1,2016,4,26
1,28,7,1,2016,4,26
1,26,8,1,2016,4,26
1,29,9,1,2016,4,26
1,40,10,1,2016,4,26
1,39,11,1,2016,4,26
1,43,12,1,2016,4,26
1,36,13,1,2016,4,26
1,44,14,1,2016,4,26
1,44,15,1,2016,4,26
1,44,16,1,2016,4,26
1,41,17,1,2016,4,26
1,43,18,1,2016,4,26
1,47,19,1,2016,4,26
1,40,20,1,2016,4,26
1,36,21,1,2016,4,26
1,34,22,1,2016,4,26
1,36,23,1,2016,4,26
1,32,0,2,2016,4,27
1,29,1,2,2016,4,27
1,26,2,2,2016,4,27
1,21,3,2,2016,4,27
1,16,4,2,2016,4,27
1,16,5,2,2016,4,27
1,21,6,2,2016,4,27
1,26,7,2,2016,4,27
1,27,8,2,2016,4,27
1,31,9,2,2016,4,27
1,40,10,2,2016,4,27
1,40,11,2,2016,4,27
1,43,12,2,2016,4,27
1,37,13,2,2016,4,27
1,40,14,2,2016,4,27
1,39,15,2,2016,4,27
1,38,16,2,2016,4,27
1,36,17,2,2016,4,27
1,45,18,2,2016,4,27
1,44,19,2,2016,4,27
1,43,20,2,2016,4,27
1,37,21,2,2016,4,27
1,39,22,2,2016,4,27
1,35,23,2,2016,4,27
1,37,0,3,2016,4,28
1,27,1,3,2016,4,28
1,23,2,3,2016,4,28
1,24,3,3,2016,4,28
1,18,4,3,2016,4,28
1,17,5,3,2016,4,28
1,21,6,3,2016,4,28
1,25,7,3,2016,4,28
1,27,8,3,2016,4,28
1,36,9,3,2016,4,28
1,50,10,3,2016,4,28
1,53,11,3,2016,4,28
1,54,12,3,2016,4,28
1,41,13,3,2016,4,28
1,46,14,3,2016,4,28
1,39,15,3,2016,4,28
1,42,16,3,2016,4,28
1,41,17,3,2016,4,28
1,43,18,3,2016,4,28
1,42,19,3,2016,4,28
1,39,20,3,2016,4,28
1,38,21,3,2016,4,28
1,36,22,3,2016,4,28
1,38,23,3,2016,4,28
1,39,0,4,2016,4,29
1,29,1,4,2016,4,29
1,25,2,4,2016,4,29
1,20,3,4,2016,4,29
1,17,4,4,2016,4,29
1,17,5,4,2016,4,29
1,20,6,4,2016,4,29
1,26,7,4,2016,4,29
1,27,8,4,2016,4,29
1,30,9,4,2016,4,29
1,41,10,4,2016,4,29
1,40,11,4,2016,4,29
1,41,12,4,2016,4,29
1,38,13,4,2016,4,29
1,43,14,4,2016,4,29
1,38,15,4,2016,4,29
1,41,16,4,2016,4,29
1,37,17,4,2016,4,29
1,40,18,4,2016,4,29
1,39,19,4,2016,4,29
1,40,20,4,2016,4,29
1,35,21,4,2016,4,29
1,35,22,4,2016,4,29
1,33,23,4,2016,4,29
1,31,0,5,2016,4,30
1,28,1,5,2016,4,30
1,23,2,5,2016,4,30
1,15,3,5,2016,4,30
1,15,4,5,2016,4,30
1,16,5,5,2016,4,30
1,17,6,5,2016,4,30
1,14,7,5,2016,4,30
1,21,8,5,2016,4,30
1,21,9,5,2016,4,30
1,21,10,5,2016,4,30
1,26,11,5,2016,4,30
1,27,12,5,2016,4,30
1,25,13,5,2016,4,30
1,21,14,5,2016,4,30
1,21,15,5,2016,4,30
1,23,16,5,2016,4,30
1,22,17,5,2016,4,30
1,26,18,5,2016,4,30
1,29,19,5,2016,4,30
1,28,20,5,2016,4,30
1,24,21,5,2016,4,30
1,25,22,5,2016,4,30
1,28,23,5,2016,4,30
1,25,0,6,2016,5,1
1,23,1,6,2016,5,1
1,20,2,6,2016,5,1
1,16,3,6,2016,5,1
1,13,4,6,2016,5,1
1,14,5,6,2016,5,1
1,13,6,6,2016,5,1
1,18,7,6,2016,5,1
1,18,8,6,2016,5,1
1,20,9,6,2016,5,1
1,30,10,6,2016,5,1
1,27,11,6,2016,5,1
1,27,12,6,2016,5,1
1,24,13,6,2016,5,1
1,24,14,6,2016,5,1
1,28,15,6,2016,5,1
1,26,16,6,2016,5,1
1,25,17,6,2016,5,1
1,25,18,6,2016,5,1
1,31,19,6,2016,5,1
1,30,20,6,2016,5,1
1,27,21,6,2016,5,1
1,31,22,6,2016,5,1
1,29,23,6,2016,5,1
1,27,0,0,2016,5,2
1,22,1,0,2016,5,2
1,16,2,0,2016,5,2
1,16,3,0,2016,5,2
1,19,4,0,2016,5,2
1,18,5,0,2016,5,2
1,18,6,0,2016,5,2
1,24,7,0,2016,5,2
1,25,8,0,2016,5,2
1,29,9,0,2016,5,2
1,33,10,0,2016,5,2
1,42,11,0,2016,5,2
1,41,12,0,2016,5,2
1,37,13,0,2016,5,2
1,40,14,0,2016,5,2
1,39,15,0,2016,5,2
1,36,16,0,2016,5,2
1,41,17,0,2016,5,2
1,41,18,0,2016,5,2
1,47,19,0,2016,5,2
1,45,20,0,2016,5,2
1,39,21,0,2016,5,2
1,36,22,0,2016,5,2
1,39,23,0,2016,5,2
1,36,0,1,2016,5,3
1,31,1,1,2016,5,3
1,21,2,1,2016,5,3
1,20,3,1,2016,5,3
1,19,4,1,2016,5,3
1,19,5,1,2016,5,3
1,21,6,1,2016,5,3
1,25,7,1,2016,5,3
1,24,8,1,2016,5,3
1,30,9,1,2016,5,3
1,39,10,1,2016,5,3
1,55,11,1,2016,5,3
1,57,12,1,2016,5,3
1,48,13,1,2016,5,3
1,51,14,1,2016,5,3
1,47,15,1,2016,5,3
1,47,16,1,2016,5,3
1,44,17,1,2016,5,3
1,48,18,1,2016,5,3
1,51,19,1,2016,5,3
1,46,20,1,2016,5,3
1,44,21,1,2016,5,3
1,41,22,1,2016,5,3
1,38,23,1,2016,5,3
1,34,0,2,2016,5,4
1,29,1,2,2016,5,4
1,23,2,2,2016,5,4
1,22,3,2,2016,5,4
1,20,4,2,2016,5,4
1,17,5,2,2016,5,4
1,19,6,2,2016,5,4
1,24,7,2,2016,5,4
1,25,8,2,2016,5,4
1,30,9,2,2016,5,4
1,42,10,2,2016,5,4
1,45,11,2,2016,5,4
1,47,12,2,2016,5,4
1,40,13,2,2016,5,4
1,45,14,2,2016,5,4
1,43,15,2,2016,5,4
1,42,16,2,2016,5,4
1,40,17,2,2016,5,4
1,41,18,2,2016,5,4
1,45,19,2,2016,5,4
1,41,20,2,2016,5,4
1,37,21,2,2016,5,4
1,39,22,2,2016,5,4
1,39,23,2,2016,5,4
1,35,0,3,2016,5,5
1,30,1,3,2016,5,5
1,25,2,3,2016,5,5
1,20,3,3,2016,5,5
1,21,4,3,2016,5,5
1,19,5,3,2016,5,5
1,19,6,3,2016,5,5
1,27,7,3,2016,5,5
1,25,8,3,2016,5,5
1,31,9,3,2016,5,5
1,37,10,3,2016,5,5
1,54,11,3,2016,5,5
1,46,12,3,2016,5,5
1,41,13,3,2016,5,5
1,45,14,3,2016,5,5
1,43,15,3,2016,5,5
1,43,16,3,2016,5,5
1,41,17,3,2016,5,5
1,44,18,3,2016,5,5
1,38,19,3,2016,5,5
1,42,20,3,2016,5,5
1,34,21,3,2016,5,5
1,36,22,3,2016,5,5
1,34,23,3,2016,5,5
1,33,0,4,2016,5,6
1,35,1,4,2016,5,6
1,36,2,4,2016,5,6
1,29,3,4,2016,5,6
1,28,4,4,2016,5,6
1,26,5,4,2016,5,6
1,30,6,4,2016,5,6
1,30,7,4,2016,5,6
1,34,8,4,2016,5,6
1,35,9,4,2016,5,6
1,63,10,4,2016,5,6
1,61,11,4,2016,5,6
1,58,12,4,2016,5,6
1,46,13,4,2016,5,6
1,48,14,4,2016,5,6
1,46,15,4,2016,5,6
1,43,16,4,2016,5,6
1,47,17,4,2016,5,6
1,48,18,4,2016,5,6
1,46,19,4,2016,5,6
1,45,20,4,2016,5,6
1,40,21,4,2016,5,6
1,35,22,4,2016,5,6
1,36,23,4,2016,5,6
1,33,0,5,2016,5,7
1,31,1,5,2016,5,7
1,22,2,5,2016,5,7
1,21,3,5,2016,5,7
1,18,4,5,2016,5,7
1,17,5,5,2016,5,7
1,17,6,5,2016,5,7
1,19,7,5,2016,5,7
1,20,8,5,2016,5,7
1,21,9,5,2016,5,7
1,32,10,5,2016,5,7
1,30,11,5,2016,5,7
1,29,12,5,2016,5,7
1,26,13,5,2016,5,7
1,28,14,5,2016,5,7
1,27,15,5,2016,5,7
1,26,16,5,2016,5,7
1,26,17,5,2016,5,7
1,27,18,5,2016,5,7
1,30,19,5,2016,5,7
1,27,20,5,2016,5,7
1,25,21,5,2016,5,7
1,30,22,5,2016,5,7
1,30,23,5,2016,5,7
1,30,0,6,2016,5,8
1,22,1,6,2016,5,8
1,23,2,6,2016,5,8
1,15,3,6,2016,5,8
1,16,4,6,2016,5,8
1,16,5,6,2016,5,8
1,16,6,6,2016,5,8
1,20,7,6,2016,5,8
1,29,8,6,2016,5,8
1,32,9,6,2016,5,8
1,35,10,6,2016,5,8
1,36,11,6,2016,5,8
1,35,12,6,2016,5,8
1,34,13,6,2016,5,8
1,31,14,6,2016,5,8
1,30,15,6,2016,5,8
1,30,16,6,2016,5,8
1,32,17,6,2016,5,8
1,36,18,6,2016,5,8
1,37,19,6,2016,5,8
1,39,20,6,2016,5,8
1,32,21,6,2016,5,8
1,31,22,6,2016,5,8
1,33,23,6,2016,5,8
1,35,0,0,2016,5,9
1,29,1,0,2016,5,9
1,23,2,0,2016,5,9
1,23,3,0,2016,5,9
1,15,4,0,2016,5,9
1,18,5,0,2016,5,9
1,22,6,0,2016,5,9
1,27,7,0,2016,5,9
1,28,8,0,2016,5,9
1,35,9,0,2016,5,9
1,52,10,0,2016,5,9
1,64,11,0,2016,5,9
1,63,12,0,2016,5,9
1,49,13,0,2016,5,9
1,53,14,0,2016,5,9
1,52,15,0,2016,5,9
1,51,16,0,2016,5,9
1,53,17,0,2016,5,9
1,52,18,0,2016,5,9
1,50,19,0,2016,5,9
1,48,20,0,2016,5,9
1,42,21,0,2016,5,9
1,44,22,0,2016,5,9
1,42,23,0,2016,5,9
1,45,0,1,2016,5,10
1,34,1,1,2016,5,10
1,27,2,1,2016,5,10
1,25,3,1,2016,5,10
1,18,4,1,2016,5,10
1,22,5,1,2016,5,10
1,22,6,1,2016,5,10
1,26,7,1,2016,5,10
1,27,8,1,2016,5,10
1,34,9,1,2016,5,10
1,49,10,1,2016,5,10
1,57,11,1,2016,5,10
1,56,12,1,2016,5,10
1,47,13,1,2016,5,10
