,DateTime,Junction,Vehicles,Time,Hour,Month-Day,Day-of-Week,Year,Month,Day
8036,2016-09-30 20:00:00,1,77,20:00:00,20,930,4,2016,09,30
8037,2016-09-30 21:00:00,1,69,21:00:00,21,930,4,2016,09,30
8038,2016-09-30 22:00:00,1,71,22:00:00,22,930,4,2016,09,30
8039,2016-09-30 23:00:00,1,64,23:00:00,23,930,4,2016,09,30
8040,2016-10-01 00:00:00,1,57,00:00:00,0,1001,5,2016,10,01
8041,2016-10-01 01:00:00,1,49,01:00:00,1,1001,5,2016,10,01
8042,2016-10-01 02:00:00,1,38,02:00:00,2,1001,5,2016,10,01
8043,2016-10-01 03:00:00,1,30,03:00:00,3,1001,5,2016,10,01
8044,2016-10-01 04:00:00,1,31,04:00:00,4,1001,5,2016,10,01
8045,2016-10-01 05:00:00,1,25,05:00:00,5,1001,5,2016,10,01
8046,2016-10-01 06:00:00,1,26,06:00:00,6,1001,5,2016,10,01
8047,2016-10-01 07:00:00,1,28,07:00:00,7,1001,5,2016,10,01
8048,2016-10-01 08:00:00,1,31,08:00:00,8,1001,5,2016,10,01
8049,2016-10-01 09:00:00,1,38,09:00:00,9,1001,5,2016,10,01
8050,2016-10-01 10:00:00,1,43,10:00:00,10,1001,5,2016,10,01
8051,2016-10-01 11:00:00,1,39,11:00:00,11,1001,5,2016,10,01
8052,2016-10-01 12:00:00,1,36,12:00:00,12,1001,5,2016,10,01
8053,2016-10-01 13:00:00,1,35,13:00:00,13,1001,5,2016,10,01
8054,2016-10-01 14:00:00,1,35,14:00:00,14,1001,5,2016,10,01
8055,2016-10-01 15:00:00,1,39,15:00:00,15,1001,5,2016,10,01
8056,2016-10-01 16:00:00,1,37,16:00:00,16,1001,5,2016,10,01
8057,2016-10-01 17:00:00,1,36,17:00:00,17,1001,5,2016,10,01
8058,2016-10-01 18:00:00,1,38,18:00:00,18,1001,5,2016,10,01
8059,2016-10-01 19:00:00,1,48,19:00:00,19,1001,5,2016,10,01
8060,2016-10-01 20:00:00,1,44,20:00:00,20,1001,5,2016,10,01
8061,2016-10-01 21:00:00,1,47,21:00:00,21,1001,5,2016,10,01
8062,2016-10-01 22:00:00,1,50,22:00:00,22,1001,5,2016,10,01
8063,2016-10-01 23:00:00,1,48,23:00:00,23,1001,5,2016,10,01
8064,2016-10-02 00:00:00,1,45,00:00:00,0,1002,6,2016,10,02
8065,2016-10-02 01:00:00,1,37,01:00:00,1,1002,6,2016,10,02
8066,2016-10-02 02:00:00,1,30,02:00:00,2,1002,6,2016,10,02
8067,2016-10-02 03:00:00,1,27,03:00:00,3,1002,6,2016,10,02
8068,2016-10-02 04:00:00,1,25,04:00:00,4,1002,6,2016,10,02
8069,2016-10-02 05:00:00,1,23,05:00:00,5,1002,6,2016,10,02
8070,2016-10-02 06:00:00,1,21,06:00:00,6,1002,6,2016,10,02
8071,2016-10-02 07:00:00,1,24,07:00:00,7,1002,6,2016,10,02
8072,2016-10-02 08:00:00,1,29,08:00:00,8,1002,6,2016,10,02
8073,2016-10-02 09:00:00,1,33,09:00:00,9,1002,6,2016,10,02
8074,2016-10-02 10:00:00,1,34,10:00:00,10,1002,6,2016,10,02
8075,2016-10-02 11:00:00,1,41,11:00:00,11,1002,6,2016,10,02
8076,2016-10-02 12:00:00,1,40,12:00:00,12,1002,6,2016,10,02
8077,2016-10-02 13:00:00,1,41,13:00:00,13,1002,6,2016,10,02
8078,2016-10-02 14:00:00,1,36,14:00:00,14,1002,6,2016,10,02
8079,2016-10-02 15:00:00,1,34,15:00:00,15,1002,6,2016,10,02
8080,2016-10-02 16:00:00,1,35,16:00:00,16,1002,6,2016,10,02
8081,2016-10-02 17:00:00,1,35,17:00:00,17,1002,6,2016,10,02
8082,2016-10-02 18:00:00,1,44,18:00:00,18,1002,6,2016,10,02
8083,2016-10-02 19:00:00,1,50,19:00:00,19,1002,6,2016,10,02
8084,2016-10-02 20:00:00,1,48,20:00:00,20,1002,6,2016,10,02
8085,2016-10-02 21:00:00,1,49,21:00:00,21,1002,6,2016,10,02
8086,2016-10-02 22:00:00,1,52,22:00:00,22,1002,6,2016,10,02
8087,2016-10-02 23:00:00,1,48,23:00:00,23,1002,6,2016,10,02
8088,2016-10-03 00:00:00,1,44,00:00:00,0,1003,0,2016,10,03
8089,2016-10-03 01:00:00,1,37,01:00:00,1,1003,0,2016,10,03
8090,2016-10-03 02:00:00,1,33,02:00:00,2,1003,0,2016,10,03
8091,2016-10-03 03:00:00,1,30,03:00:00,3,1003,0,2016,10,03
8092,2016-10-03 04:00:00,1,25,04:00:00,4,1003,0,2016,10,03
8093,2016-10-03 05:00:00,1,24,05:00:00,5,1003,0,2016,10,03
8094,2016-10-03 06:00:00,1,28,06:00:00,6,1003,0,2016,10,03
8095,2016-10-03 07:00:00,1,33,07:00:00,7,1003,0,2016,10,03
8096,2016-10-03 08:00:00,1,39,08:00:00,8,1003,0,2016,10,03
8097,2016-10-03 09:00:00,1,47,09:00:00,9,1003,0,2016,10,03
8098,2016-10-03 10:00:00,1,55,10:00:00,10,1003,0,2016,10,03
8099,2016-10-03 11:00:00,1,65,11:00:00,11,1003,0,2016,10,03
8100,2016-10-03 12:00:00,1,68,12:00:00,12,1003,0,2016,10,03
8101,2016-10-03 13:00:00,1,58,13:00:00,13,1003,0,2016,10,03
8102,2016-10-03 14:00:00,1,62,14:00:00,14,1003,0,2016,10,03
8103,2016-10-03 15:00:00,1,68,15:00:00,15,1003,0,2016,10,03
8104,2016-10-03 16:00:00,1,58,16:00:00,16,1003,0,2016,10,03
8105,2016-10-03 17:00:00,1,63,17:00:00,17,1003,0,2016,10,03
8106,2016-10-03 18:00:00,1,68,18:00:00,18,1003,0,2016,10,03
8107,2016-10-03 19:00:00,1,74,19:00:00,19,1003,0,2016,10,03
8108,2016-10-03 20:00:00,1,81,20:00:00,20,1003,0,2016,10,03
8109,2016-10-03 21:00:00,1,79,21:00:00,21,1003,0,2016,10,03
8110,2016-10-03 22:00:00,1,77,22:00:00,22,1003,0,2016,10,03
8111,2016-10-03 23:00:00,1,70,23:00:00,23,1003,0,2016,10,03
8112,2016-10-04 00:00:00,1,60,00:00:00,0,1004,1,2016,10,04
8113,2016-10-04 01:00:00,1,54,01:00:00,1,1004,1,2016,10,04
8114,2016-10-04 02:00:00,1,49,02:00:00,2,1004,1,2016,10,04
8115,2016-10-04 03:00:00,1,41,03:00:00,3,1004,1,2016,10,04
8116,2016-10-04 04:00:00,1,38,04:00:00,4,1004,1,2016,10,04
8117,2016-10-04 05:00:00,1,35,05:00:00,5,1004,1,2016,10,04
8118,2016-10-04 06:00:00,1,34,06:00:00,6,1004,1,2016,10,04
8119,2016-10-04 07:00:00,1,44,07:00:00,7,1004,1,2016,10,04
8120,2016-10-04 08:00:00,1,47,08:00:00,8,1004,1,2016,10,04
8121,2016-10-04 09:00:00,1,54,09:00:00,9,1004,1,2016,10,04
8122,2016-10-04 10:00:00,1,63,10:00:00,10,1004,1,2016,10,04
8123,2016-10-04 11:00:00,1,72,11:00:00,11,1004,1,2016,10,04
8124,2016-10-04 12:00:00,1,70,12:00:00,12,1004,1,2016,10,04
8125,2016-10-04 13:00:00,1,67,13:00:00,13,1004,1,2016,10,04
8126,2016-10-04 14:00:00,1,70,14:00:00,14,1004,1,2016,10,04
8127,2016-10-04 15:00:00,1,71,15:00:00,15,1004,1,2016,10,04
8128,2016-10-04 16:00:00,1,67,16:00:00,16,1004,1,2016,10,04
8129,2016-10-04 17:00:00,1,67,17:00:00,17,1004,1,2016,10,04
8130,2016-10-04 18:00:00,1,70,18:00:00,18,1004,1,2016,10,04
8131,2016-10-04 19:00:00,1,81,19:00:00,19,1004,1,2016,10,04
8132,2016-10-04 20:00:00,1,71,20:00:00,20,1004,1,2016,10,04
8133,2016-10-04 21:00:00,1,69,21:00:00,21,1004,1,2016,10,04
8134,2016-10-04 22:00:00,1,64,22:00:00,22,1004,1,2016,10,04
8135,2016-10-04 23:00:00,1,64,23:00:00,23,1004,1,2016,10,04
8136,2016-10-05 00:00:00,1,64,00:00:00,0,1005,2,2016,10,05
8137,2016-10-05 01:00:00,1,54,01:00:00,1,1005,2,2016,10,05
8138,2016-10-05 02:00:00,1,44,02:00:00,2,1005,2,2016,10,05
8139,2016-10-05 03:00:00,1,35,03:00:00,3,1005,2,2016,10,05
8140,2016-10-05 04:00:00,1,28,04:00:00,4,1005,2,2016,10,05
8141,2016-10-05 05:00:00,1,29,05:00:00,5,1005,2,2016,10,05
8142,2016-10-05 06:00:00,1,34,06:00:00,6,1005,2,2016,10,05
8143,2016-10-05 07:00:00,1,38,07:00:00,7,1005,2,2016,10,05
8144,2016-10-05 08:00:00,1,42,08:00:00,8,1005,2,2016,10,05
8145,2016-10-05 09:00:00,1,48,09:00:00,9,1005,2,2016,10,05
8146,2016-10-05 10:00:00,1,58,10:00:00,10,1005,2,2016,10,05
8147,2016-10-05 11:00:00,1,65,11:00:00,11,1005,2,2016,10,05
8148,2016-10-05 12:00:00,1,66,12:00:00,12,1005,2,2016,10,05
8149,2016-10-05 13:00:00,1,59,13:00:00,13,1005,2,2016,10,05
8150,2016-10-05 14:00:00,1,66,14:00:00,14,1005,2,2016,10,05
8151,2016-10-05 15:00:00,1,66,15:00:00,15,1005,2,2016,10,05
8152,2016-10-05 16:00:00,1,59,16:00:00,16,1005,2,2016,10,05
8153,2016-10-05 17:00:00,1,61,17:00:00,17,1005,2,2016,10,05
8154,2016-10-05 18:00:00,1,69,18:00:00,18,1005,2,2016,10,05
8155,2016-10-05 19:00:00,1,73,19:00:00,19,1005,2,2016,10,05
8156,2016-10-05 20:00:00,1,66,20:00:00,20,1005,2,2016,10,05
8157,2016-10-05 21:00:00,1,64,21:00:00,21,1005,2,2016,10,05
8158,2016-10-05 22:00:00,1,65,22:00:00,22,1005,2,2016,10,05
8159,2016-10-05 23:00:00,1,64,23:00:00,23,1005,2,2016,10,05
8160,2016-10-06 00:00:00,1,57,00:00:00,0,1006,3,2016,10,06
8161,2016-10-06 01:00:00,1,46,01:00:00,1,1006,3,2016,10,06
8162,2016-10-06 02:00:00,1,42,02:00:00,2,1006,3,2016,10,06
8163,2016-10-06 03:00:00,1,31,03:00:00,3,1006,3,2016,10,06
8164,2016-10-06 04:00:00,1,26,04:00:00,4,1006,3,2016,10,06
8165,2016-10-06 05:00:00,1,30,05:00:00,5,1006,3,2016,10,06
8166,2016-10-06 06:00:00,1,28,06:00:00,6,1006,3,2016,10,06
8167,2016-10-06 07:00:00,1,33,07:00:00,7,1006,3,2016,10,06
8168,2016-10-06 08:00:00,1,41,08:00:00,8,1006,3,2016,10,06
8169,2016-10-06 09:00:00,1,46,09:00:00,9,1006,3,2016,10,06
8170,2016-10-06 10:00:00,1,60,10:00:00,10,1006,3,2016,10,06
8171,2016-10-06 11:00:00,1,67,11:00:00,11,1006,3,2016,10,06
8172,2016-10-06 12:00:00,1,70,12:00:00,12,1006,3,2016,10,06
8173,2016-10-06 13:00:00,1,57,13:00:00,13,1006,3,2016,10,06
8174,2016-10-06 14:00:00,1,63,14:00:00,14,1006,3,2016,10,06
8175,2016-10-06 15:00:00,1,63,15:00:00,15,1006,3,2016,10,06
8176,2016-10-06 16:00:00,1,58,16:00:00,16,1006,3,2016,10,06
8177,2016-10-06 17:00:00,1,67,17:00:00,17,1006,3,2016,10,06
8178,2016-10-06 18:00:00,1,67,18:00:00,18,1006,3,2016,10,06
8179,2016-10-06 19:00:00,1,74,19:00:00,19,1006,3,2016,10,06
8180,2016-10-06 20:00:00,1,72,20:00:00,20,1006,3,2016,10,06
8181,2016-10-06 21:00:00,1,66,21:00:00,21,1006,3,2016,10,06
8182,2016-10-06 22:00:00,1,65,22:00:00,22,1006,3,2016,10,06
8183,2016-10-06 23:00:00,1,59,23:00:00,23,1006,3,2016,10,06
8184,2016-10-07 00:00:00,1,60,00:00:00,0,1007,4,2016,10,07
8185,2016-10-07 01:00:00,1,48,01:00:00,1,1007,4,2016,10,07
8186,2016-10-07 02:00:00,1,42,02:00:00,2,1007,4,2016,10,07
8187,2016-10-07 03:00:00,1,32,03:00:00,3,1007,4,2016,10,07
8188,2016-10-07 04:00:00,1,29,04:00:00,4,1007,4,2016,10,07
8189,2016-10-07 05:00:00,1,30,05:00:00,5,1007,4,2016,10,07
8190,2016-10-07 06:00:00,1,28,06:00:00,6,1007,4,2016,10,07
8191,2016-10-07 07:00:00,1,33,07:00:00,7,1007,4,2016,10,07
8192,2016-10-07 08:00:00,1,39,08:00:00,8,1007,4,2016,10,07
8193,2016-10-07 09:00:00,1,42,09:00:00,9,1007,4,2016,10,07
8194,2016-10-07 10:00:00,1,51,10:00:00,10,1007,4,2016,10,07
8195,2016-10-07 11:00:00,1,58,11:00:00,11,1007,4,2016,10,07
8196,2016-10-07 12:00:00,1,57,12:00:00,12,1007,4,2016,10,07
8197,2016-10-07 13:00:00,1,54,13:00:00,13,1007,4,2016,10,07
8198,2016-10-07 14:00:00,1,53,14:00:00,14,1007,4,2016,10,07
8199,2016-10-07 15:00:00,1,57,15:00:00,15,1007,4,2016,10,07
8200,2016-10-07 16:00:00,1,55,16:00:00,16,1007,4,2016,10,07
8201,2016-10-07 17:00:00,1,49,17:00:00,17,1007,4,2016,10,07
8202,2016-10-07 18:00:00,1,61,18:00:00,18,1007,4,2016,10,07
8203,2016-10-07 19:00:00,1,66,19:00:00,19,1007,4,2016,10,07
8204,2016-10-07 20:00:00,1,59,20:00:00,20,1007,4,2016,10,07
8205,2016-10-07 21:00:00,1,60,21:00:00,21,1007,4,2016,10,07
8206,2016-10-07 22:00:00,1,57,22:00:00,22,1007,4,2016,10,07
8207,2016-10-07 23:00:00,1,51,23:00:00,23,1007,4,2016,10,07
8208,2016-10-08 00:00:00,1,50,00:00:00,0,1008,5,2016,10,08
8209,2016-10-08 01:00:00,1,41,01:00:00,1,1008,5,2016,10,08
8210,2016-10-08 02:00:00,1,35,02:00:00,2,1008,5,2016,10,08
8211,2016-10-08 03:00:00,1,27,03:00:00,3,1008,5,2016,10,08
8212,2016-10-08 04:00:00,1,23,04:00:00,4,1008,5,2016,10,08
8213,2016-10-08 05:00:00,1,21,05:00:00,5,1008,5,2016,10,08
8214,2016-10-08 06:00:00,1,24,06:00:00,6,1008,5,2016,10,08
8215,2016-10-08 07:00:00,1,25,07:00:00,7,1008,5,2016,10,08
8216,2016-10-08 08:00:00,1,28,08:00:00,8,1008,5,2016,10,08
8217,2016-10-08 09:00:00,1,28,09:00:00,9,1008,5,2016,10,08
8218,2016-10-08 10:00:00,1,34,10:00:00,10,1008,5,2016,10,08
8219,2016-10-08 11:00:00,1,37,11:00:00,11,1008,5,2016,10,08
8220,2016-10-08 12:00:00,1,37,12:00:00,12,1008,5,2016,10,08
8221,2016-10-08 13:00:00,1,36,13:00:00,13,1008,5,2016,10,08
8222,2016-10-08 14:00:00,1,38,14:00:00,14,1008,5,2016,10,08
8223,2016-10-08 15:00:00,1,37,15:00:00,15,1008,5,2016,10,08
8224,2016-10-08 16:00:00,1,33,16:00:00,16,1008,5,2016,10,08
8225,2016-10-08 17:00:00,1,34,17:00:00,17,1008,5,2016,10,08
8226,2016-10-08 18:00:00,1,37,18:00:00,18,1008,5,2016,10,08
8227,2016-10-08 19:00:00,1,40,19:00:00,19,1008,5,2016,10,08
8228,2016-10-08 20:00:00,1,44,20:00:00,20,1008,5,2016,10,08
8229,2016-10-08 21:00:00,1,41,21:00:00,21,1008,5,2016,10,08
8230,2016-10-08 22:00:00,1,41,22:00:00,22,1008,5,2016,10,08
8231,2016-10-08 23:00:00,1,41,23:00:00,23,1008,5,2016,10,08
8232,2016-10-09 00:00:00,1,33,00:00:00,0,1009,6,2016,10,09
8233,2016-10-09 01:00:00,1,32,01:00:00,1,1009,6,2016,10,09
8234,2016-10-09 02:00:00,1,25,02:00:00,2,1009,6,2016,10,09
8235,2016-10-09 03:00:00,1,25,03:00:00,3,1009,6,2016,10,09
8236,2016-10-09 04:00:00,1,23,04:00:00,4,1009,6,2016,10,09
8237,2016-10-09 05:00:00,1,21,05:00:00,5,1009,6,2016,10,09
8238,2016-10-09 06:00:00,1,22,06:00:00,6,1009,6,2016,10,09
8239,2016-10-09 07:00:00,1,26,07:00:00,7,1009,6,2016,10,09
8240,2016-10-09 08:00:00,1,25,08:00:00,8,1009,6,2016,10,09
8241,2016-10-09 09:00:00,1,27,09:00:00,9,1009,6,2016,10,09
8242,2016-10-09 10:00:00,1,38,10:00:00,10,1009,6,2016,10,09
8243,2016-10-09 11:00:00,1,37,11:00:00,11,1009,6,2016,10,09
8244,2016-10-09 12:00:00,1,39,12:00:00,12,1009,6,2016,10,09
8245,2016-10-09 13:00:00,1,35,13:00:00,13,1009,6,2016,10,09
8246,2016-10-09 14:00:00,1,37,14:00:00,14,1009,6,2016,10,09
8247,2016-10-09 15:00:00,1,36,15:00:00,15,1009,6,2016,10,09
8248,2016-10-09 16:00:00,1,36,16:00:00,16,1009,6,2016,10,09
8249,2016-10-09 17:00:00,1,35,17:00:00,17,1009,6,2016,10,09
8250,2016-10-09 18:00:00,1,46,18:00:00,18,1009,6,2016,10,09
8251,2016-10-09 19:00:00,1,59,19:00:00,19,1009,6,2016,10,09
8252,2016-10-09 20:00:00,1,53,20:00:00,20,1009,6,2016,10,09
8253,2016-10-09 21:00:00,1,49,21:00:00,21,1009,6,2016,10,09
8254,2016-10-09 22:00:00,1,48,22:00:00,22,1009,6,2016,10,09
8255,2016-10-09 23:00:00,1,46,23:00:00,23,1009,6,2016,10,09
8256,2016-10-10 00:00:00,1,48,00:00:00,0,1010,0,2016,10,10
8257,2016-10-10 01:00:00,1,37,01:00:00,1,1010,0,2016,10,10
8258,2016-10-10 02:00:00,1,34,02:00:00,2,1010,0,2016,10,10
8259,2016-10-10 03:00:00,1,30,03:00:00,3,1010,0,2016,10,10
8260,2016-10-10 04:00:00,1,23,04:00:00,4,1010,0,2016,10,10
8261,2016-10-10 05:00:00,1,24,05:00:00,5,1010,0,2016,10,10
8262,2016-10-10 06:00:00,1,30,06:00:00,6,1010,0,2016,10,10
8263,2016-10-10 07:00:00,1,26,07:00:00,7,1010,0,2016,10,10
8264,2016-10-10 08:00:00,1,34,08:00:00,8,1010,0,2016,10,10
8265,2016-10-10 09:00:00,1,44,09:00:00,9,1010,0,2016,10,10
8266,2016-10-10 10:00:00,1,58,10:00:00,10,1010,0,2016,10,10
8267,2016-10-10 11:00:00,1,70,11:00:00,11,1010,0,2016,10,10
8268,2016-10-10 12:00:00,1,66,12:00:00,12,1010,0,2016,10,10
8269,2016-10-10 13:00:00,1,62,13:00:00,13,1010,0,2016,10,10
8270,2016-10-10 14:00:00,1,64,14:00:00,14,1010,0,2016,10,10
8271,2016-10-10 15:00:00,1,62,15:00:00,15,1010,0,2016,10,10
8272,2016-10-10 16:00:00,1,62,16:00:00,16,1010,0,2016,10,10
8273,2016-10-10 17:00:00,1,65,17:00:00,17,1010,0,2016,10,10
8274,2016-10-10 18:00:00,1,69,18:00:00,18,1010,0,2016,10,10
8275,2016-10-10 19:00:00,1,75,19:00:00,19,1010,0,2016,10,10
8276,2016-10-10 20:00:00,1,69,20:00:00,20,1010,0,2016,10,10
8277,2016-10-10 21:00:00,1,63,21:00:00,21,1010,0,2016,10,10
8278,2016-10-10 22:00:00,1,64,22:00:00,22,1010,0,2016,10,10
8279,2016-10-10 23:00:00,1,57,23:00:00,23,1010,0,2016,10,10
8280,2016-10-11 00:00:00,1,55,00:00:00,0,1011,1,2016,10,11
8281,2016-10-11 01:00:00,1,44,01:00:00,1,1011,1,2016,10,11
8282,2016-10-11 02:00:00,1,44,02:00:00,2,1011,1,2016,10,11
8283,2016-10-11 03:00:00,1,33,03:00:00,3,1011,1,2016,10,11
8284,2016-10-11 04:00:00,1,28,04:00:00,4,1011,1,2016,10,11
8285,2016-10-11 05:00:00,1,30,05:00:00,5,1011,1,2016,10,11
8286,2016-10-11 06:00:00,1,32,06:00:00,6,1011,1,2016,10,11
8287,2016-10-11 07:00:00,1,36,07:00:00,7,1011,1,2016,10,11
8288,2016-10-11 08:00:00,1,38,08:00:00,8,1011,1,2016,10,11
8289,2016-10-11 09:00:00,1,42,09:00:00,9,1011,1,2016,10,11
8290,2016-10-11 10:00:00,1,42,10:00:00,10,1011,1,2016,10,11
8291,2016-10-11 11:00:00,1,44,11:00:00,11,1011,1,2016,10,11
8292,2016-10-11 12:00:00,1,48,12:00:00,12,1011,1,2016,10,11
8293,2016-10-11 13:00:00,1,50,13:00:00,13,1011,1,2016,10,11
8294,2016-10-11 14:00:00,1,52,14:00:00,14,1011,1,2016,10,11
8295,2016-10-11 15:00:00,1,47,15:00:00,15,1011,1,2016,10,11
8296,2016-10-11 16:00:00,1,50,16:00:00,16,1011,1,2016,10,11
8297,2016-10-11 17:00:00,1,52,17:00:00,17,1011,1,2016,10,11
8298,2016-10-11 18:00:00,1,59,18:00:00,18,1011,1,2016,10,11
8299,2016-10-11 19:00:00,1,76,19:00:00,19,1011,1,2016,10,11
8300,2016-10-11 20:00:00,1,70,20:00:00,20,1011,1,2016,10,11
8301,2016-10-11 21:00:00,1,63,21:00:00,21,1011,1,2016,10,11
8302,2016-10-11 22:00:00,1,62,22:00:00,22,1011,1,2016,10,11
8303,2016-10-11 23:00:00,1,57,23:00:00,23,1011,1,2016,10,11
8304,2016-10-12 00:00:00,1,54,00:00:00,0,1012,2,2016,10,12
8305,2016-10-12 01:00:00,1,52,01:00:00,1,1012,2,2016,10,12
8306,2016-10-12 02:00:00,1,41,02:00:00,2,1012,2,2016,10,12
8307,2016-10-12 03:00:00,1,32,03:00:00,3,1012,2,2016,10,12
8308,2016-10-12 04:00:00,1,29,04:00:00,4,1012,2,2016,10,12
8309,2016-10-12 05:00:00,1,29,05:00:00,5,1012,2,2016,10,12
8310,2016-10-12 06:00:00,1,32,06:00:00,6,1012,2,2016,10,12
8311,2016-10-12 07:00:00,1,37,07:00:00,7,1012,2,2016,10,12
8312,2016-10-12 08:00:00,1,41,08:00:00,8,1012,2,2016,10,12
8313,2016-10-12 09:00:00,1,44,09:00:00,9,1012,2,2016,10,12
8314,2016-10-12 10:00:00,1,54,10:00:00,10,1012,2,2016,10,12
8315,2016-10-12 11:00:00,1,64,11:00:00,11,1012,2,2016,10,12
8316,2016-10-12 12:00:00,1,67,12:00:00,12,1012,2,2016,10,12
8317,2016-10-12 13:00:00,1,56,13:00:00,13,1012,2,2016,10,12
8318,2016-10-12 14:00:00,1,63,14:00:00,14,1012,2,2016,10,12
8319,2016-10-12 15:00:00,1,64,15:00:00,15,1012,2,2016,10,12
8320,2016-10-12 16:00:00,1,64,16:00:00,16,1012,2,2016,10,12
8321,2016-10-12 17:00:00,1,61,17:00:00,17,1012,2,2016,10,12
8322,2016-10-12 18:00:00,1,66,18:00:00,18,1012,2,2016,10,12
8323,2016-10-12 19:00:00,1,74,19:00:00,19,1012,2,2016,10,12
8324,2016-10-12 20:00:00,1,69,20:00:00,20,1012,2,2016,10,12
8325,2016-10-12 21:00:00,1,64,21:00:00,21,1012,2,2016,10,12
8326,2016-10-12 22:00:00,1,63,22:00:00,22,1012,2,2016,10,12
8327,2016-10-12 23:00:00,1,62,23:00:00,23,1012,2,2016,10,12
8328,2016-10-13 00:00:00,1,59,00:00:00,0,1013,3,2016,10,13
8329,2016-10-13 01:00:00,1,50,01:00:00,1,1013,3,2016,10,13
8330,2016-10-13 02:00:00,1,45,02:00:00,2,1013,3,2016,10,13
8331,2016-10-13 03:00:00,1,36,03:00:00,3,1013,3,2016,10,13
8332,2016-10-13 04:00:00,1,31,04:00:00,4,1013,3,2016,10,13
8333,2016-10-13 05:00:00,1,28,05:00:00,5,1013,3,2016,10,13
8334,2016-10-13 06:00:00,1,30,06:00:00,6,1013,3,2016,10,13
8335,2016-10-13 07:00:00,1,36,07:00:00,7,1013,3,2016,10,13
8336,2016-10-13 08:00:00,1,45,08:00:00,8,1013,3,2016,10,13
8337,2016-10-13 09:00:00,1,46,09:00:00,9,1013,3,2016,10,13
8338,2016-10-13 10:00:00,1,66,10:00:00,10,1013,3,2016,10,13
8339,2016-10-13 11:00:00,1,71,11:00:00,11,1013,3,2016,10,13
8340,2016-10-13 12:00:00,1,74,12:00:00,12,1013,3,2016,10,13
8341,2016-10-13 13:00:00,1,60,13:00:00,13,1013,3,2016,10,13
8342,2016-10-13 14:00:00,1,68,14:00:00,14,1013,3,2016,10,13
8343,2016-10-13 15:00:00,1,66,15:00:00,15,1013,3,2016,10,13
8344,2016-10-13 16:00:00,1,67,16:00:00,16,1013,3,2016,10,13
8345,2016-10-13 17:00:00,1,66,17:00:00,17,1013,3,2016,10,13
8346,2016-10-13 18:00:00,1,74,18:00:00,18,1013,3,2016,10,13
8347,2016-10-13 19:00:00,1,75,19:00:00,19,1013,3,2016,10,13
8348,2016-10-13 20:00:00,1,67,20:00:00,20,1013,3,2016,10,13
8349,2016-10-13 21:00:00,1,70,21:00:00,21,1013,3,2016,10,13
8350,2016-10-13 22:00:00,1,66,22:00:00,22,1013,3,2016,10,13
8351,2016-10-13 23:00:00,1,61,23:00:00,23,1013,3,2016,10,13
8352,2016-10-14 00:00:00,1,59,00:00:00,0,1014,4,2016,10,14
8353,2016-10-14 01:00:00,1,50,01:00:00,1,1014,4,2016,10,14
8354,2016-10-14 02:00:00,1,43,02:00:00,2,1014,4,2016,10,14
8355,2016-10-14 03:00:00,1,38,03:00:00,3,1014,4,2016,10,14
8356,2016-10-14 04:00:00,1,33,04:00:00,4,1014,4,2016,10,14
8357,2016-10-14 05:00:00,1,30,05:00:00,5,1014,4,2016,10,14
8358,2016-10-14 06:00:00,1,32,06:00:00,6,1014,4,2016,10,14
8359,2016-10-14 07:00:00,1,38,07:00:00,7,1014,4,2016,10,14
8360,2016-10-14 08:00:00,1,41,08:00:00,8,1014,4,2016,10,14
8361,2016-10-14 09:00:00,1,51,09:00:00,9,1014,4,2016,10,14
8362,2016-10-14 10:00:00,1,58,10:00:00,10,1014,4,2016,10,14
8363,2016-10-14 11:00:00,1,65,11:00:00,11,1014,4,2016,10,14
8364,2016-10-14 12:00:00,1,69,12:00:00,12,1014,4,2016,10,14
8365,2016-10-14 13:00:00,1,57,13:00:00,13,1014,4,2016,10,14
8366,2016-10-14 14:00:00,1,64,14:00:00,14,1014,4,2016,10,14
8367,2016-10-14 15:00:00,1,64,15:00:00,15,1014,4,2016,10,14
8368,2016-10-14 16:00:00,1,60,16:00:00,16,1014,4,2016,10,14
8369,2016-10-14 17:00:00,1,54,17:00:00,17,1014,4,2016,10,14
8370,2016-10-14 18:00:00,1,66,18:00:00,18,1014,4,2016,10,14
8371,2016-10-14 19:00:00,1,67,19:00:00,19,1014,4,2016,10,14
8372,2016-10-14 20:00:00,1,63,20:00:00,20,1014,4,2016,10,14
8373,2016-10-14 21:00:00,1,59,21:00:00,21,1014,4,2016,10,14
8374,2016-10-14 22:00:00,1,52,22:00:00,22,1014,4,2016,10,14
8375,2016-10-14 23:00:00,1,49,23:00:00,23,1014,4,2016,10,14
8376,2016-10-15 00:00:00,1,47,00:00:00,0,1015,5,2016,10,15
8377,2016-10-15 01:00:00,1,40,01:00:00,1,1015,5,2016,10,15
8378,2016-10-15 02:00:00,1,39,02:00:00,2,1015,5,2016,10,15
8379,2016-10-15 03:00:00,1,32,03:00:00,3,1015,5,2016,10,15
8380,2016-10-15 04:00:00,1,23,04:00:00,4,1015,5,2016,10,15
8381,2016-10-15 05:00:00,1,21,05:00:00,5,1015,5,2016,10,15
8382,2016-10-15 06:00:00,1,22,06:00:00,6,1015,5,2016,10,15
8383,2016-10-15 07:00:00,1,25,07:00:00,7,1015,5,2016,10,15
